code,report_type,release_date,analysis_year,manufacturer,device_name,device_type,title,content_title,sensor_modality,pixel_pitch_um,resolution_mp,resolution_x,resolution_y,optical_format,active_si_thickness_um,optical_stack_height_um,cfa_thickness_um,cfa_thickness_min_um,cfa_thickness_max_um,ocl_pitch_um,color_filter_pitch_um,grid_pitch_um,die_area_mm2,die_size_text,package_dimensions_text,cis_foundry,cis_process_nm,isp_process_nm,pixel_beol_metal_pitch_nm,pixel_sharing,pixel_architecture,transistors_per_pixel,subpixels_per_pixel,illumination,shutter,transfer_gate_type,is_stacked,has_dbi,has_dti,dti_type,dti_depth_um,dti_width_um,dti_width_nm,dti_aspect_ratio,dti_fill_material,dti_liner_material,dti_biasing,cfa_pattern,microlens_type,grid_material,metal_stack,has_hdr,has_lofic,has_pdaf,source_html,source_pdf,stack_config,tcad_profile
DEF-2204-804,DEF,2022-06-28T00:00:00.000+00:00,2022,Samsung,S5KHM6,CMOS Image Sensor,Samsung S5KHM6 108 MP 0.64 µm CMOS Image Sensor Realme 9 Rear Camera Device Essentials Folder,,cmos_image_sensor,0.64,108.0,,,"1/1.67""",3.6,1.3,,0.51,0.63,,,,,,,,,,,,,,,back_illuminated,,vertical_transfer_gate,true,,true,full_depth_front_dti,,0.11,110.0,,polysilicon,,,bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/078_DEF-2204-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/078_DEF-2204-804/Samsung_S5KHM6_DEF-2204-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2204_804_samsung_s5khm6.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2204_804_samsung_s5khm6/profile.json
DEF-2206-801,DEF,2022-08-24T00:00:00.000+00:00,2022,Samsung,S5KJNVSQ_ISP,Image Processor,Samsung JNV Device Essentials Folder,,cmos_image_sensor,0.64,50.0,16,16,"1/2.76""",3.8,1.1,,0.35,0.51,0.64,1.28,1.28,,,,,,,,,four_shared,5.0,,back_illuminated,,vertical_transfer_gate,true,,true,full_depth_front_dti,,,,,polysilicon,,,tetracell_bayer,gapless_ocl,tin,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_devices_a6pf30000000GqhAAE/html/reports/017_DEF-2206-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_devices_a6pf30000000GqhAAE/html/pdfs/017_DEF-2206-801/Samsung_S5KJNVSQ _DEF-2206-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2206_801_samsung_s5kjnvsq_isp.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2206_801_samsung_s5kjnvsq_isp/profile.json
DEF-2206-802,DEF,2022-07-13T00:00:00.000+00:00,2022,ON Semi,AR0220AT3B00XUEA0-DPBR,Image Sensors,onsemi AR0220AT 1.7 MP 4.2 µm Pixel Pitch HDR CMOS Image Sensor Device Essentials Analysis,,cmos_image_sensor,4.2,1.7,,,"1/1.8""",3.5,2.3,,0.58,0.7,,,,,,,,,,,,two_shared,3.0,,back_illuminated,,,,,,,,,,,,,,,gapless_ocl,tin,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/076_DEF-2206-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/076_DEF-2206-802/onsemi_AR0220AT_HDR_Automotive_CMOS_DEF-2206-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2206_802_on_semi_ar0220at3b00xuea0_dpbr.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2206_802_on_semi_ar0220at3b00xuea0_dpbr/profile.json
DEF-2206-804,DEF,2022-08-10T00:00:00.000+00:00,2022,SmartSens,SC501CS,CMOS Image Sensor,"SmartSens SC501CS 1/5"" 5.0 MP 1.12 µm Pixel Pitch CMOS Image Sensor Device Essentials Folder",,cmos_image_sensor,1.12,5.0,,,"1/5""",2.2,1.5,,0.64,0.68,1.12,1.12,1.12,,,,,,,,,four_shared,75.0,,back_illuminated,,,,,,,,,,,,,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/074_DEF-2206-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/074_DEF-2206-804/SmartSens_SC501CS_DEF-2206-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2206_804_smartsens_sc501cs.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2206_804_smartsens_sc501cs/profile.json
DEF-2206-805,DEF,2022-07-29T00:00:00.000+00:00,2022,Sony,IMX662,CMOS Image Sensor,Sony IMX662 2.1 MP 2.9 μm Pixel CIS Device Essentials Folder,,nir_cis,2.9,2.1,,,"1/2.8""",6.6,2.6,,0.42,0.53,2.9,2.9,2.9,,,,,,,,,standalone,6.0,,back_illuminated,,dual_vertical_transfer_gate,,true,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/075_DEF-2206-805.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/075_DEF-2206-805/Sony_IMX662_DEF-2206-805.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2206_805_sony_imx662.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2206_805_sony_imx662/profile.json
DEF-2207-801,DEF,2022-09-01T00:00:00.000+00:00,2022,OmniVision,OV2K0EAA_P_CIS,CMOS Image Sensor,OmniVision OX03C10 2.5 MP 3.0 μm Pixel PureCel Plus-S Automotive CMOS Image Sensor with Split-Pixel LFM and HDR Device Essentials Folder,,cmos_image_sensor,3.0,2.5,,,"1/2.6""",2.9,2.6,,0.69,0.81,3.0,3.0,3.0,,,,,,,,,standalone,6.0,,back_illuminated,,,true,true,true,partial_depth_back_dti,,,,,,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/073_DEF-2207-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/073_DEF-2207-801/OmniVision_OX03C10_DEF-2207-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2207_801_omnivision_ov2k0eaa_p_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2207_801_omnivision_ov2k0eaa_p_cis/profile.json
DEF-2207-802,DEF,2022-10-27T00:00:00.000+00:00,2022,Sony,IMX989,CMOS Image Sensor,Sony IMX989 1” 50 MP 1.6 μm Pixel Pitch CMOS Image Sensor Device Essentials Folder,,cmos_image_sensor,1.6,50.0,,,"1""",2.9,2.0,,0.54,0.57,1.6,3.2,1.6,,,,,,,,,quad_pixel,,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,,,,quad_bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/070_DEF-2207-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/070_DEF-2207-802/Sony_IMX989_DEF-2207-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2207_802_sony_imx989.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2207_802_sony_imx989/profile.json
DEF-2208-801,DEF,2022-11-14T00:00:00.000+00:00,2022,Sony,IMX787,CMOS Image Sensor,Sony IMX787 64 MP 0.8 μm Pixel Pitch Exmor RS CMOS Image Sensor Device Essentials Folder,,cmos_image_sensor,0.8,64.0,,,"1/1.7""",3.6,1.9,,0.54,0.6,1.6,1.6,1.6,,,,,,,,,quad_pixel,5.0,,back_illuminated,,,,true,true,full_depth_front_dti,,,,,,,,quad_bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/069_DEF-2208-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/069_DEF-2208-801/Sony_IMX787_DEF-2208-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2208_801_sony_imx787.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2208_801_sony_imx787/profile.json
DEF-2208-803,DEF,2022-10-19T00:00:00.000+00:00,2022,Sony,IMX678AAQR1-C,CMOS Image Sensor,Sony IMX678 8.4 MP 2.0 μm Pixel Pitch CIS with Starvis 2 Pixel Technology Device Essentials Folder,,nir_cis,2.0,8.4,,,"1/1.8""",6.1,2.4,,0.29,0.57,2.0,2.0,2.0,,,,,,,,,standalone,5.0,,back_illuminated,,vertical_transfer_gate,,true,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/071_DEF-2208-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/071_DEF-2208-803/Sony_IMX678_DEF-2208-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2208_803_sony_imx678aaqr1_c.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2208_803_sony_imx678aaqr1_c/profile.json
DEF-2209-801,DEF,2022-09-26T00:00:00.000+00:00,2022,Samsung,HP1,CMOS Image Sensor,Samsung S5KHP1SP 200 MP 0.64 μm Pixel Pitch Tetra2pixel CMOS Image Sensor Device Essentials Folder,,cmos_image_sensor,0.64,200.0,,,"1/1.22""",3.7,1.1,,0.33,0.44,,,,,,,,,,,,four_shared,5.0,,back_illuminated,,vertical_transfer_gate,true,,true,full_depth_front_dti,,,,,polysilicon,,,bayer,gapless_ocl,tin,,true,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/072_DEF-2209-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/072_DEF-2209-801/Samsung_S5KHP1SP_DEF-2209-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2209_801_samsung_hp1.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2209_801_samsung_hp1/profile.json
DEF-2210-801,DEF,2022-12-16T00:00:00.000+00:00,2022,SmartSens,SC850SL-CSMNN00,Image Sensors,SmartSens SC850SL 8 MP 2.0 μm Pixel Pitch Back-Illuminated CMOS Image Sensor Device Essentials Folder,,cmos_image_sensor,2.0,8.0,,,"1/1.8""",5.8,2.4,,0.83,0.9,2.0,,2.0,,,,,,,,,standalone,5.0,,back_illuminated,rolling,,true,true,true,partial_depth_back_dti,,,,,,,,bayer,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/068_DEF-2210-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/068_DEF-2210-801/SmartSens_SC850SL_DEF-2210-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2210_801_smartsens_sc850sl_csmnn00.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2210_801_smartsens_sc850sl_csmnn00/profile.json
DEF-2211-801,DEF,2022-12-19T00:00:00.000+00:00,2022,Stratio,BeyonSense 1,Camera,"Stratio BeyonSense 128×128 Resolution, 35 μm Pixel Pitch Ge-on-Si SWIR Image Sensor Device Essentials Folder",,swir_image_sensor,,,128,128,,,,,,,,,,,,,,,,,,standalone,1.0,,front_illuminated,,,,,,,,,,,,,,,,,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/019_DEF-2211-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/019_DEF-2211-801/Stratio_BeyonSense_SWIR_DEF-2211-801.pdf,,
DEF-2212-801,DEF,2023-02-14T00:00:00.000+00:00,2023,SmartSens,SC910GS,Image Sensor,SmartSens SC910GS Device Essentials Folder,,cmos_image_sensor,4.0,,,,"1/1.1""",2.3,4.3,,0.62,0.64,,,,,,,,,,,,standalone,,,back_illuminated,,,,,true,partial_depth_back_dti,1.6,,,,,dielectric,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/066_DEF-2212-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/066_DEF-2212-801/SmartSens_SC910GS_DEF-2212-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2212_801_smartsens_sc910gs.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2212_801_smartsens_sc910gs/profile.json
DEF-2212-802,DEF,2023-03-08T00:00:00.000+00:00,2023,Leopard Imaging Inc,LI-IMX728-9295,Automotive Camera,Sony IMX728 8.39 MP 2.1 μm Pixel Pitch Exmor RS Split Pix HDR LFM CMOS Image Sensor Device Essentials Folder,,cmos_image_sensor,2.1,8.39,,,"1/1.72""",4.1,1.9,,0.48,0.54,2.1,2.1,2.1,,,,,,,,,standalone,6.0,,back_illuminated,,,true,true,true,full_depth_front_dti,2.7,,,,,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/016_DEF-2212-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/016_DEF-2212-802/Sony_IMX728_DEF-2212-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2212_802_leopard_imaging_inc_li_imx728_9295.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2212_802_leopard_imaging_inc_li_imx728_9295/profile.json
DEF-2212-803,DEF,2023-03-06T00:00:00.000+00:00,2023,Panasonic,MN34450_CIS,CMOS Image Sensor,Nuvoton (Panasonic) KM34450PLJ Device Essentials Folder,,cmos_image_sensor,4.3,48.0,,,,,4.3,,0.91,0.93,4.3,4.3,4.3,,,,,,,,,standalone,5.0,,front_illuminated,,,,,,,,,,,,,,bayer,ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/064_DEF-2212-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/064_DEF-2212-803/Nuvoton_KM34450PLJ_DEF-2212-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2212_803_panasonic_mn34450_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2212_803_panasonic_mn34450_cis/profile.json
DEF-2212-804,DEF,2023-02-16T00:00:00.000+00:00,2023,Sony,IMX758,CMOS Image Sensor,Sony IMX758 50 MP 0.7 μm Pixel Pitch Exmor RS CMOS Image Sensor (vivo X90 Pro+ Telephoto Camera) Device Essentials Folder,,cmos_image_sensor,0.7,50.0,,,"1/2.4""",4.5,1.4,,0.46,0.59,0.7,1.4,0.7,,,,,,,,,quad_pixel,5.0,,back_illuminated,,vertical_transfer_gate,true,true,true,full_depth_front_dti,,,,,,,,quad_bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/065_DEF-2212-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/065_DEF-2212-804/Sony_IMX758_DEF-2212-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2212_804_sony_imx758.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2212_804_sony_imx758/profile.json
DEF-2304-801,DEF,2023-05-16T00:00:00.000+00:00,2023,Sony,IMX500,CMOS Image Sensor,Sony IMX500/IMX501 Device Essentials Folder,,cmos_image_sensor,1.55,,,,"1/2.3""",2.4,2.0,,0.48,0.5,1.55,1.55,1.55,,,,,,,,,quad_pixel,5.0,,back_illuminated,,,,true,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/062_DEF-2304-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/062_DEF-2304-801/Sony_IMX500_DEF-2304-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2304_801_sony_imx500.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2304_801_sony_imx500/profile.json
DEF-2304-805,DEF,2023-04-27T00:00:00.000+00:00,2023,,,,TI 2020 Noteworthy Image Sensor Patents REDACTED – Sample Report,,cmos_image_sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,dti_present,,,,,,,,bayer,,tin,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/011_DEF-2304-805.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/011_DEF-2304-805/TI 2020_Noteworthy_Image_Sensor_Patents_Vol_8_No_1_REDACTED.pdf,,
DEF-2304-806,DEF,2023-04-27T00:00:00.000+00:00,2023,,,,TI Image Sensor Design Win Tracker Volume 8 Issue 1 – Sample Report,,image_sensor,1.75,,,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/012_DEF-2304-806.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/012_DEF-2304-806/TI Image_Sensor_Design_Wins_Tracker_Volume_8_Issue_1.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2304_806.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2304_806/profile.json
DEF-2304-807,DEF,2023-05-30T00:00:00.000+00:00,2023,Samsung,S5KHP3SP_CIS,CMOS Image Sensor,Samsung S5KHP3SP 200 MP 0.56 µm Pixel Pitch BI ISOCELL Tetra2Pixel Super QPD CMOS Image Sensor Device Essentials Folder,,cmos_image_sensor,0.56,200.0,,,"1/1.4""",4.1,1.5,,0.66,0.72,1.12,2.24,1.12,,,,,,,,,super_qpd,,,back_illuminated,,vertical_transfer_gate,,,true,full_depth_front_dti,,,,,polysilicon,dielectric,,bayer,gapless_ocl,tin,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/061_DEF-2304-807.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/061_DEF-2304-807/Samsung_S5KHP3SP_DEF-2304-807.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2304_807_samsung_s5khp3sp_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2304_807_samsung_s5khp3sp_cis/profile.json
DEF-2305-802,DEF,2023-07-25T00:00:00.000+00:00,2023,OmniVision,OS12D40-J08A-001A_CIS,CMOS Image Sensor,OmniVision OS12D40 Device Essentials Folder,,cmos_image_sensor,1.4,11.3,,,"1/2.49""",2.9,1.7,,0.64,0.68,1.4,2.8,1.4,,,,,,,,,four_shared,2.0,,back_illuminated,,,true,,true,partial_depth_back_dti,1.7,,,,,,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/058_DEF-2305-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/058_DEF-2305-802/OmniVision_OS12D40_DEF-2305-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2305_802_omnivision_os12d40_j08a_001a_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2305_802_omnivision_os12d40_j08a_001a_cis/profile.json
DEF-2305-803,DEF,2023-06-16T00:00:00.000+00:00,2023,Sony,XQ-DQ72_Dual-Rear-Cam2_CIS,CMOS Image Sensor,"Sony 1/1.35” Format, 48 MP, 1.12 μm Pixel Pitch, Stacked Back-Illuminated (Exmor T – 2 Layer Transistor Pixel) CMOS Image Sensor with Dual Photodiode (OctaPD) Device Essentials Folder",,cmos_image_sensor,1.12,48.0,,,"1/1.35""",4.4,1.6,,0.48,0.56,1.12,2.24,1.12,,,,,,,,,quad_pixel,3.0,,back_illuminated,,,true,true,true,back_dti,,,,,,,,quad_bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/060_DEF-2305-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/060_DEF-2305-803/Sony_XQ-DQ72_Dual-Rear-Cam2_ExmorT_DEF-2305-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2305_803_sony_xq_dq72_dual_rear_cam2_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2305_803_sony_xq_dq72_dual_rear_cam2_cis/profile.json
DEF-2305-805,DEF,2023-08-17T00:00:00.000+00:00,2023,Sony,IMX675,CMOS Image Sensor,"Sony IMX675, 1/2.8"" Format, 5.12MP Resolution, 2.0μm Pixel Pitch, Stacked Back-Illuminated CMOS Image Sensor with STARVIS 2 Technology Device Essentials Summary",,cmos_image_sensor,2.0,5.12,,,"1/2.8""",6.0,2.3,,0.32,0.53,2.0,2.0,2.0,,,,,,,,,standalone,5.0,,back_illuminated,,vertical_transfer_gate,true,true,true,full_depth_front_dti,2.1,,,,,,,bayer,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/057_DEF-2305-805.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/057_DEF-2305-805/Sony_IMX675_DEF-2305-805.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2305_805_sony_imx675.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2305_805_sony_imx675/profile.json
DEF-2306-802,DEF,2023-09-12T00:00:00.000+00:00,2023,Unknown,AT-OX03D4C-5183YUV-VBO_Cam,Image Sensor,"OmniVision OX03D4C, 1/4″ Format, 3.0MP Resolution, 2.1μm Pixel Pitch, Stacked Back-Illuminated CMOS Image Sensor Device Essentials Folder",,cmos_image_sensor,2.1,3.0,,,"1/4""",2.9,1.4,,0.55,0.59,0.7,2.1,0.7,,,,,,,,,standalone,13.0,2,back_illuminated,,vertical_transfer_gate,true,true,true,partial_depth_back_dti,2.1,,,,,,,,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/055_DEF-2306-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/055_DEF-2306-802/OmniVision_OX03D4C_DEF-2306-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2306_802_unknown_at_ox03d4c_5183yuv_vbo_cam.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2306_802_unknown_at_ox03d4c_5183yuv_vbo_cam/profile.json
DEF-2306-803,DEF,2023-09-14T00:00:00.000+00:00,2023,Sony,IMX715,CMOS Image Sensor,"Sony IMX715, 1/2.8” Format, 8.4MP, 1.45μm Pixel Pitch, Stacked Back-Illuminated (STARVIS Exmor RS) CMOS Image Sensor Device Essentials Folder",,cmos_image_sensor,1.45,8.4,,,"1/2.8""",6.1,2.2,,0.38,0.48,1.45,1.45,1.45,,,,,,,,,quad_pixel,75.0,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,,,,quad_bayer,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/054_DEF-2306-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/054_DEF-2306-803/Sony_IMX715_DEF-2306-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2306_803_sony_imx715.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2306_803_sony_imx715/profile.json
DEF-2307-801,DEF,2023-09-05T00:00:00.000+00:00,2023,SK Hynix,Hi-5021Q,CMOS Image Sensor,SK hynix Hi-5021Q Device Essentials Folder,,cmos_image_sensor,0.7,50.0,,,"1/2.55""",3.6,1.4,,,,0.7,1.4,0.7,,,,,,,,,eight_shared,1.5,,back_illuminated,,,true,true,true,full_depth_front_dti,2.3,,,,,,,bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/056_DEF-2307-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/056_DEF-2307-801/SK hynix_Hi-5021Q_DEF-2307-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2307_801_sk_hynix_hi_5021q.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2307_801_sk_hynix_hi_5021q/profile.json
DEF-2308-801,DEF,2023-10-06T00:00:00.000+00:00,2023,Fujifilm,X-H2s,Camera,"Sony IMX695AFR, Advanced Photo System Type-C (APS-C) Format, 26.1MP Resolution, 3.77μm Pixel Pitch, Stacked Back-Illuminated CMOS Image Sensor Device Essentials Folder",,cmos_image_sensor,3.77,26.1,,,APS-C,2.8,6.2,,0.37,0.66,3.77,,3.77,,,,,,,,,two_shared,4.0,,back_illuminated,,,true,,,,,,,,,,,,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/007_DEF-2308-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/007_DEF-2308-801/Sony_IMX695AFR_DEF-2308-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2308_801_fujifilm_x_h2s.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2308_801_fujifilm_x_h2s/profile.json
DEF-2308-803,DEF,2024-01-11T00:00:00.000+00:00,2024,,,,"Gpixel GSENSE400BSI, 2.0”, 4.2MP Resolution, 11.2μm Pixel Pitch Back-Illuminated CMOS Image Sensor Device Essentials Folder",,cmos_image_sensor,11.2,4.2,,,,10.5,,,,,,,,,,,,,,,,standalone,,,back_illuminated,,,,,,,,,,,,,,,,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/006_DEF-2308-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/006_DEF-2308-803/GPixel_GSENSE400BSI_DEF-2308-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2308_803.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2308_803/profile.json
