code,report_type,release_date,analysis_year,manufacturer,device_name,device_type,title,content_title,sensor_modality,pixel_pitch_um,resolution_mp,resolution_x,resolution_y,optical_format,active_si_thickness_um,optical_stack_height_um,cfa_thickness_um,cfa_thickness_min_um,cfa_thickness_max_um,ocl_pitch_um,color_filter_pitch_um,grid_pitch_um,die_area_mm2,die_size_text,package_dimensions_text,cis_foundry,cis_process_nm,isp_process_nm,pixel_beol_metal_pitch_nm,pixel_sharing,pixel_architecture,transistors_per_pixel,subpixels_per_pixel,illumination,shutter,transfer_gate_type,is_stacked,has_dbi,has_dti,dti_type,dti_depth_um,dti_width_um,dti_width_nm,dti_aspect_ratio,dti_fill_material,dti_liner_material,dti_biasing,cfa_pattern,microlens_type,grid_material,metal_stack,has_hdr,has_lofic,has_pdaf,source_html,source_pdf,stack_config,tcad_profile
DEF-2004-801,DEF,2020-06-11T00:00:00.000+00:00,2020,Brillnics,BRV0500,CMOS Image Sensor,Brillnics BRV0500 Device Essentials Folder,,cmos_image_sensor,2.12,5.0,,,"1/2.5""",2.6,2.8,,0.7,0.76,,,,,,,,,,,,two_shared,5.0,,back_illuminated,,,,,,,,,,,,,,bayer,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/105_DEF-2004-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/105_DEF-2004-801/Brillnics_BRV0500_DEF-2004-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2004_801_brillnics_brv0500.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2004_801_brillnics_brv0500/profile.json
DEF-2007-801,DEF,2020-09-10T00:00:00.000+00:00,2020,Newsight Imaging,NSI1000A0,CMOS Image Sensor,Newsight NSI1000 Device Essentials Folder,,cmos_image_sensor,6.0,,32,1024,,,,,,,,,,,,,,,,,,four_shared,6.0,,front_illuminated,,,,,,,,,,,,,,,,,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/104_DEF-2007-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/104_DEF-2007-801/Newsight_Imaging_NSI1000_DEF-2007-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2007_801_newsight_imaging_nsi1000a0.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2007_801_newsight_imaging_nsi1000a0/profile.json
DEF-2010-804,DEF,2020-12-21T00:00:00.000+00:00,2020,Sony,LI-IMX415-MIPI-M12_Front-Cam,CMOS Image Sensor,Sony IMX415 Device Essentials,,cmos_image_sensor,1.45,8.46,,,"1/2.8""",4.0,2.1,,0.35,0.52,,,,,,,,,,,,four_shared,75.0,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/103_DEF-2010-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/103_DEF-2010-804/Sony_IMX415_DEF-2010-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2010_804_sony_li_imx415_mipi_m12_front_cam.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2010_804_sony_li_imx415_mipi_m12_front_cam/profile.json
DEF-2011-801,DEF,2020-12-23T00:00:00.000+00:00,2020,GPixel Inc,GSENSE2020BSI-ANM-NUN,Image Sensor,Gpixel GSENSE2020BSI Device Essentials,,cmos_image_sensor,6.5,4.0,,,,10.5,,,,,,,,,,,,,,,,standalone,6.0,,back_illuminated,,,,,,,,,,,,,,,,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/102_DEF-2011-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/102_DEF-2011-801/Gpixel_GSENSE2020BSI_DEF-2011-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2011_801_gpixel_inc_gsense2020bsi_anm_nun.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2011_801_gpixel_inc_gsense2020bsi_anm_nun/profile.json
DEF-2011-803,DEF,2021-01-21T00:00:00.000+00:00,2021,Sony,IMX510,CMOS Image Sensor,"Sony IMX510AQL, Full Frame (FX Format), 12.1 MP, 8.4 μm Pixel Unit Pitch, Back-Illuminated (ExmorR) CMOS Image Sensor from Sony α7S III Mirrorless Interchangeable Lens Camera (MILC) Device Essentials Summary",,cmos_image_sensor,8.4,12.1,,,,2.8,6.3,,0.65,0.81,,,,,,,,,,,,quad_pixel,25.0,,back_illuminated,,,true,,true,full_depth_front_dti,,,,,,,,quad_bayer,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/101_DEF-2011-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/101_DEF-2011-803/Sony_IMX510AQL_DEF-2011-803_WM.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2011_803_sony_imx510.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2011_803_sony_imx510/profile.json
DEF-2011-804,DEF,2021-01-27T00:00:00.000+00:00,2021,Sony,IMX462,CMOS Image Sensor,Sony IMX462 Device Essentials,,cmos_image_sensor,2.9,,,,"1/2.8""",6.2,2.5,,0.45,0.55,,,,,,,,,,,,standalone,5.0,,back_illuminated,,,,,true,full_depth_front_dti,2.0,,,,,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/100_DEF-2011-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/100_DEF-2011-804/Sony_IMX462_DEF-2011-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2011_804_sony_imx462.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2011_804_sony_imx462/profile.json
DEF-2012-801,DEF,2021-02-05T00:00:00.000+00:00,2021,OmniVision,OV64B,CMOS Image Sensor,OmniVision OV64B Device Essentials,,cmos_image_sensor,0.7,64.0,,,"1/2""",3.0,1.3,,0.6,0.65,,,,,,,,,,,,four_shared,1.75,,back_illuminated,,vertical_transfer_gate,true,true,true,partial_depth_back_dti,1.9,,,,,,,bayer,gapless_ocl,tin,,true,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/099_DEF-2012-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/099_DEF-2012-801/OmniVision_OV64B_DEF-2012-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2012_801_omnivision_ov64b.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2012_801_omnivision_ov64b/profile.json
DEF-2012-802,DEF,2021-02-08T00:00:00.000+00:00,2021,Unknown,CeleX-V,Image Sensor,CelePixel CeleX V Device Essentials Folder,,event_image_sensor,9.8,1.0,,,,,14.0,,,,,,,,,,,,,,,standalone,,,,,,,,,,,,,,,,,,gapless_ocl,,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/098_DEF-2012-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/098_DEF-2012-802/CelePixel_CeleX_V_DEF-2012-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2012_802_unknown_celex_v.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2012_802_unknown_celex_v/profile.json
DEF-2102-801,DEF,2021-03-26T00:00:00.000+00:00,2021,Leopard Imaging Inc,OX08A4Y-GMSL,Evaluation Kit,OmniVision OX08A Device Essentials Folder,,cmos_image_sensor,2.1,8.3,,,"1/1.73""",2.9,1.7,,0.61,0.72,,,,,,,,,,,,four_shared,2.0,,back_illuminated,,,true,true,true,partial_depth_back_dti,2.1,,,,,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/037_DEF-2102-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/037_DEF-2102-801/OmniVision_OX08A_DEF-2102-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2102_801_leopard_imaging_inc_ox08a4y_gmsl.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2102_801_leopard_imaging_inc_ox08a4y_gmsl/profile.json
DEF-2103-801,DEF,2021-04-15T00:00:00.000+00:00,2021,ON Semi,MARS1-AR0234ATSMS-GEVB,Evaluation Kit,ON Semi AR0234AT Device Essentials Folder,,global_shutter_cis,3.0,2.3,,,,,5.6,,,,,,,,,,,,,,,two_shared,4.5,,front_illuminated,global,,,,,,,,,,,,,monochrome,,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/036_DEF-2103-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/036_DEF-2103-801/ONSemi_AR0234AT_DEF-2103-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2103_801_on_semi_mars1_ar0234atsms_gevb.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2103_801_on_semi_mars1_ar0234atsms_gevb/profile.json
DEF-2103-802,DEF,2021-04-23T00:00:00.000+00:00,2021,STMicroelectronics,VG6640AB1M,Image Sensor,STMicroelectronics VG6640 Device Essentials Folder,,cmos_image_sensor,3.75,1.3,,,"1/2.7""",,4.2,,0.59,0.72,,,,,,,,,,,,standalone,5.0,,front_illuminated,,,,,true,full_depth_front_dti,4.1,0.22,220.0,,,,,bayer,ocl,tin,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/097_DEF-2103-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/097_DEF-2103-802/STMicroelectronics_VG6640_DEF-2103-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2103_802_stmicroelectronics_vg6640ab1m.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2103_802_stmicroelectronics_vg6640ab1m/profile.json
DEF-2103-803,DEF,2021-06-07T00:00:00.000+00:00,2021,SmartSens,SC4335,CMOS Image Sensor,SmartSens SC4335 Device Essentials Folder,,cmos_image_sensor,2.25,4.0,,,"1/2.7""",,4.0,,0.53,0.81,,,,,,,,,,,,standalone,3.0,,front_illuminated,,,,,,,,,,,,,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/095_DEF-2103-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/095_DEF-2103-803/SmartSens_SC4335_DEF-2103-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2103_803_smartsens_sc4335.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2103_803_smartsens_sc4335/profile.json
DEF-2103-804,DEF,2021-06-09T00:00:00.000+00:00,2021,Samsung,S5KGN2,CMOS Image Sensor,Samsung ISOCELL GN2 Device Essentials Folder,,cmos_image_sensor,1.4,50.0,,,"1/12""",2.8,1.8,,0.42,0.44,,,,,,,,,,,,dual_pixel,3.0,,back_illuminated,,,,,true,full_depth_front_dti,2.3,,,,,,,tetracell_bayer,gapless_ocl,tin,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/094_DEF-2103-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/094_DEF-2103-804/Samsung_S5KGN2SP_DEF-2103-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2103_804_samsung_s5kgn2.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2103_804_samsung_s5kgn2/profile.json
DEF-2104-801,DEF,2021-06-18T00:00:00.000+00:00,2021,ON Semi,ARX3A0_CIS,CMOS Image Sensor,ON Semiconductor ARX3A0 Device Essentials Folder,,global_shutter_cis,2.2,,560,560,"1/10.3""",2.7,1.4,,,,,,,,,,,,,,,four_shared,2.0,,back_illuminated,global,,,,true,partial_depth_back_dti,,,,,,,,,ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/092_DEF-2104-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/092_DEF-2104-801/ON Semi_ARX3A0_DEF-2104-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2104_801_on_semi_arx3a0_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2104_801_on_semi_arx3a0_cis/profile.json
DEF-2104-802,DEF,2021-05-18T00:00:00.000+00:00,2021,Sony,IMX991-AABA,Image Sensor,Sony IMX990 Device Essentials Folder,,swir_image_sensor,5.0,,,,"1/2""",,,,,,,,,,,,,,,,,standalone,5.0,,,global,,,true,,,,,,,,,,,,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/096_DEF-2104-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/096_DEF-2104-802/Sony_IMX990_DEF-2104-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2104_802_sony_imx991_aaba.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2104_802_sony_imx991_aaba/profile.json
DEF-2105-801,DEF,2021-07-19T00:00:00.000+00:00,2021,Prophesee,V2M_CIS,CMOS Image Sensor,Prophesee Metavision Sensor Device Essentials Folder,,event_image_sensor,15.0,,640,480,"3/4""",,14.8,,,,,,,,,,,,,,,standalone,52.0,,front_illuminated,,,,,,,,,,,,,,,ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/091_DEF-2105-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/091_DEF-2105-801/Prophesee_V2M_DEF-2105-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2105_801_prophesee_v2m_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2105_801_prophesee_v2m_cis/profile.json
DEF-2107-801,DEF,2021-09-09T00:00:00.000+00:00,2021,Canon,LY1240_CIS,CMOS Image Sensor,Canon LI7050 Device Essentials Folder,,cmos_image_sensor,4.1,,,,"1/1.8""",,6.7,,0.63,0.72,,,,,,,,,,,,standalone,5.0,,,,,,,,,,,,,,,,bayer,gapless_ocl,tin,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/089_DEF-2107-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/089_DEF-2107-801/Canon_LI7050_DEF-2107-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2107_801_canon_ly1240_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2107_801_canon_ly1240_cis/profile.json
DEF-2109-802,DEF,2021-11-22T00:00:00.000+00:00,2021,OmniVision,OS04C10-A43A,Image Sensor,OmniVision OS04C10 Device Essentials Folder,,cmos_image_sensor,2.0,4.0,,,"1/3""",3.5,2.7,,0.73,0.83,,,,,,,,,,,,standalone,5.0,,back_illuminated,,,,,true,partial_depth_back_dti,2.1,,,,,,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/088_DEF-2109-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/088_DEF-2109-802/OmniVision_OS04C10_DEF-2109-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2109_802_omnivision_os04c10_a43a.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2109_802_omnivision_os04c10_a43a/profile.json
DEF-2110-804,DEF,2021-12-14T00:00:00.000+00:00,2021,SmartSens,SAV-WBCMSBML500WH_Front-Cam_CIS,CMOS Image Sensor,SmartSens SC500AI CMOS Image Sensor From Starlight Security Camera Device Essentials Folder,,cmos_image_sensor,2.0,5.0,,,"1/2.7""",2.9,2.3,,0.62,0.68,,,,,,,,,,,,standalone,5.0,,back_illuminated,,,,,,,,,,,,,,bayer,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/087_DEF-2110-804.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/087_DEF-2110-804/SmartSens_SC500AI_DEF-2110-804.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2110_804_smartsens_sav_wbcmsbml500wh_front_cam_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2110_804_smartsens_sav_wbcmsbml500wh_front_cam_cis/profile.json
DEF-2111-801,DEF,2021-12-22T00:00:00.000+00:00,2021,Galaxycore Inc,GC8054,CMOS Image Sensor,GalaxyCore GC8054 Device Essentials Folder,,cmos_image_sensor,1.12,8.0,,,"1/4""",2.3,1.7,,0.56,0.66,,,,,,,,,,,,four_shared,1.75,,back_illuminated,,,,,,,,,,,,,,bayer,gapless_ocl,w,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/085_DEF-2111-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/085_DEF-2111-801/Galaxycore_GC8054_DEF-2111-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2111_801_galaxycore_inc_gc8054.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2111_801_galaxycore_inc_gc8054/profile.json
DEF-2111-803,DEF,2022-01-27T00:00:00.000+00:00,2022,Canon,LC1720_CIS,CMOS Image Sensor,Canon LC1720 Full-Frame Stacked Back-Illuminated CIS from Canon EOS R3 Device Essentials Folder,,cmos_image_sensor,6.0,24.1,,,,3.1,8.0,,0.82,0.92,,,,,,,,,,,,dual_pixel,9.0,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,w,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/084_DEF-2111-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/084_DEF-2111-803/Canon_LC1720_Full_Frame_CMOS_Image_Sensor_DEF-2111-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2111_803_canon_lc1720_cis.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2111_803_canon_lc1720_cis/profile.json
DEF-2112-801,DEF,2022-01-31T00:00:00.000+00:00,2022,OmniVision,0X01F10-E48Y,Image Sensor,OmniVision OX01F10 Device Essentials Folder,,cmos_image_sensor,3.0,1.3,,,"1/4""",2.9,3.2,,0.72,0.83,,,,,,,,,,,,standalone,,,back_illuminated,,,true,true,true,partial_depth_back_dti,,,,,,,,bayer,gapless_ocl,w,,true,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/083_DEF-2112-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/083_DEF-2112-801/OmniVision_OX01F10_DEF-2112-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2112_801_omnivision_0x01f10_e48y.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2112_801_omnivision_0x01f10_e48y/profile.json
DEF-2201-801,DEF,2022-02-28T00:00:00.000+00:00,2022,OmniVision,OV60A,CMOS Image Sensor,OmniVision OV60A 0.61 µm Pixel Stacked Back-Illuminated CIS with PureCel Plus-S Device Essentials Folder,,cmos_image_sensor,0.61,60.0,,,"1/2.8""",2.9,1.6,,0.92,0.98,,,,,,,,,,,,eight_shared,1.75,,back_illuminated,,vertical_transfer_gate,true,true,true,partial_depth_back_dti,2.0,,,,,,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/082_DEF-2201-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/082_DEF-2201-801/OmniVision_OV60A_CIS_Motorola_Edge_X30_DEF-2201-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2201_801_omnivision_ov60a.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2201_801_omnivision_ov60a/profile.json
DEF-2201-802,DEF,2022-03-14T00:00:00.000+00:00,2022,OmniVision,OV50A,CMOS Image Sensor,OmniVision OV50A 50 MP 1.0 μm Pixel CMOS Image Sensor Device Essentials Folder,,cmos_image_sensor,1.0,50.0,,,"1/1.55""",3.0,1.7,,0.57,0.64,,,,,,,,,,,,four_shared,2.0,,back_illuminated,,vertical_transfer_gate,,,true,partial_depth_back_dti,1.7,,,,,,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/081_DEF-2201-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/081_DEF-2201-802/OmniVision_OV50A_DEF-2201-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2201_802_omnivision_ov50a.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2201_802_omnivision_ov50a/profile.json
DEF-2201-803,DEF,2022-04-11T00:00:00.000+00:00,2022,Sony,IMX709,CMOS Image Sensor,Sony IMX709 32 MP 0.8 μm Pixel CIS with RGBW Device Essentials Folder,,cmos_image_sensor,0.8,32.0,,,"1/2.8""",3.5,1.5,,0.47,0.61,,,,,,,,,,,,eight_shared,5.0,,back_illuminated,,,true,true,true,partial_depth_back_dti,2.3,,,,,,,,gapless_ocl,tin,,,,true,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/080_DEF-2201-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/080_DEF-2201-803/SONY_IMX709_DEF-2201-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2201_803_sony_imx709.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2201_803_sony_imx709/profile.json
DEF-2202-802,DEF,2022-03-22T00:00:00.000+00:00,2022,Sony,IMX636AAMR-ES,Unclassified,Sony IMX636 0.92 MP 4.86 μm Pixel Event-Based Vision Sensor Device Essentials Folder,,event_image_sensor,4.86,0.92,1280,720,"1/2.5""",6.8,4.2,,,,,,,,,,,,,,,standalone,4.0,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,,,,,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/028_DEF-2202-802.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/028_DEF-2202-802/Sony_IMX636_Event-Based_Vision_Sensor_DEF-2202-802.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2202_802_sony_imx636aamr_es.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2202_802_sony_imx636aamr_es/profile.json
DEF-2203-801,DEF,2022-05-20T00:00:00.000+00:00,2022,SmartSens,SC410GS-CC3AF00,Image Sensors,SmartSens SC410GS Device Essentials Folder,,global_shutter_cis,4.2,4.0,,,"1/1.3""",2.4,3.9,,0.66,0.79,,,,,,,,,,,,standalone,9.0,,back_illuminated,global,,,,true,partial_depth_back_dti,1.6,,,,,dielectric,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/079_DEF-2203-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/079_DEF-2203-801/SmartSens_SC410GS_DEF-2203-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2203_801_smartsens_sc410gs_cc3af00.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2203_801_smartsens_sc410gs_cc3af00/profile.json
DEF-2204-801,DEF,2022-06-03T00:00:00.000+00:00,2022,Nikon,Nikon Z9,Digital Camera,Sony IMX609AQJ Full Frame 45.7 MP Stacked Back-Illuminated CMOS Image Sensor from Nikon Z9 Mirrorless Device Essentials Folder,,cmos_image_sensor,4.35,45.7,,,,2.7,6.4,0.88,0.88,1.0,,,,,,,,,,,,,4.0,,back_illuminated,,,true,true,true,full_depth_front_dti,,,,,,,,bayer,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/026_DEF-2204-801.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/pdfs/026_DEF-2204-801/Sony_IMX609AQJ_Nikon_Z9_CMOS_Image_Sensor_DEF-2204-801.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2204_801_nikon_nikon_z9.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2204_801_nikon_nikon_z9/profile.json
DEF-2204-803,DEF,2022-06-28T00:00:00.000+00:00,2022,STMicroelectronics,55G0AB,CMOS Image Sensor,STMicroelectronics IR Cam (55G0AB) from Surface 8 Pro Device Essentials Folder,,global_shutter_cis,2.6,,,,"1/9""",5.9,4.1,,,,,,,,,,,,,,,standalone,,,back_illuminated,global,,,true,true,full_depth_front_dti,5.9,0.21,210.0,,oxide,,,,gapless_ocl,tin,,,,,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/077_DEF-2204-803.html,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/pdfs/077_DEF-2204-803/STMicroelectronics_55G0AB_DEF-2204-803.pdf,/Users/seongcheoljeong/FDTD/sensor_db/generated_stack_configs/def_2204_803_stmicroelectronics_55g0ab.json,/Users/seongcheoljeong/FDTD/sensor_db/generated_tcad_profiles/def_2204_803_stmicroelectronics_55g0ab/profile.json
