code,manufacturer,device_name,report_type,optical_readiness,optical_score,pixel_pitch_um,optical_stack_height_um,cfa_pattern,cfa_thickness_um,cfa_thickness_min_um,cfa_thickness_max_um,color_filter_pitch_um,color_filter_pitch_source,microlens_type,ocl_pitch_um,ocl_pitch_source,grid_material,grid_pitch_um,grid_pitch_source,cfa_proxy_nk_enabled,cfa_proxy_applicability,cfa_proxy_library_id,cfa_proxy_thickness_um,cfa_proxy_thickness_source,proxy_t_blue_450,proxy_t_green_550,proxy_t_red_650,proxy_t_clear_550,qe_status,qe_point_count,qe_points,qe_qualitative_count,spectral_range_count,filter_set_count,source_html,model_json
DEP-2401-801,Galaxycore Inc,KJ5n_Front-Cam_CIS,DEP,optical_ready_medium,56,0.7,,quad_bayer,,,,1.4,extracted,gapless_ocl,0.7,extracted,tin,0.7,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/014_DEP-2401-801.html,models/dep_2401_801_galaxycore_inc_kj5n_front_cam_cis.json
DEP-2401-802,Prophesee,PEK3X320CDMP_Cam_CIS,DEP,optical_ready_medium,56,6.3,,monochrome,,,,6.3,inferred_rule,gapless_ocl,3.15,extracted,w,6.3,inferred_rule,True,clear_or_monochrome,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,0.9600,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/017_DEP-2401-802.html,models/dep_2401_802_prophesee_pek3x320cdmp_cam_cis.json
DEP-2403-801,OmniVision,OV50H,DEP,optical_ready_medium,56,1.2,,bayer,,,,2.4,extracted,gapless_ocl,2.4,extracted,tin,2.4,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/016_DEP-2403-801.html,models/dep_2403_801_omnivision_ov50h.json
DEP-2405-801,Samsung,S5K1H1SB_CIS,DEP,optical_ready_high,72,2.1,1.8,bayer,,,,2.1,inferred_rule,gapless_ocl,2.1,inferred_rule,w,2.1,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/013_DEP-2405-801.html,models/dep_2405_801_samsung_s5k1h1sb_cis.json
DEP-2407-801,SmartSens,SC100AT-CS1AF00,DEP,optical_ready_medium,56,3.0,,bayer,,,,3.0,inferred_rule,gapless_ocl,3.0,inferred_rule,w,3.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/012_DEP-2407-801.html,models/dep_2407_801_smartsens_sc100at_cs1af00.json
DEP-2409-801,Samsung,S5KGNJSP03_CIS,DEP,optical_ready_medium,60,1.0,,bayer,,,,1.0,inferred_rule,high_precision,1.0,inferred_rule,w,1.0,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,qualitative_only,0,,4,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/011_DEP-2409-801.html,models/dep_2409_801_samsung_s5kgnjsp03_cis.json
DEP-2411-801,OmniVision,OX08D10,DEP,optical_ready_medium,60,2.1,,,0.58,0.58,2.8,2.1,inferred_rule,ocl,2.1,inferred_rule,w,2.1,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.58,extracted,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/010_DEP-2411-801.html,models/dep_2411_801_omnivision_ox08d10.json
DEP-2412-801,Sony,IMX900,DEP,optical_ready_high,76,2.25,3.6,monochrome,,,,2.25,inferred_rule,gapless_ocl,2.25,inferred_rule,w,2.25,inferred_rule,True,clear_or_monochrome,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,0.9600,qualitative_only,0,,1,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/009_DEP-2412-801.html,models/dep_2412_801_sony_imx900.json
DEP-2504-801,Sony,IMX487-AAMJ-C,DEP,optical_ready_high,72,2.74,3.9,monochrome,,,,2.74,inferred_rule,ocl,1.3,extracted,w,2.74,inferred_rule,True,clear_or_monochrome,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,0.9600,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/005_DEP-2504-801.html,models/dep_2504_801_sony_imx487_aamj_c.json
DEP-2505-802,SmartSens,SC550XS,DEP,optical_ready_high,92,1.0,2.1,bayer,0.63,,,2.0,extracted,gapless_ocl,2.0,extracted,tin,2.0,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.63,extracted,0.8251,0.8543,0.8835,,qualitative_only,0,,2,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/007_DEP-2505-802.html,models/dep_2505_802_smartsens_sc550xs.json
DEP-2506-801,Samsung,JNP (S5KJNP),DEP,optical_ready_high,72,0.64,,bayer,0.735,0.65,0.82,0.64,inferred_rule,ocl,0.64,inferred_rule,w,0.64,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.735,derived_from_extracted_range,0.7990,0.8322,0.8654,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/004_DEP-2506-801.html,models/dep_2506_801_samsung_jnp_s5kjnp.json
DEP-2511-801,Samsung,HP5,DEP,optical_ready_high,72,0.5,1.5,bayer,,,,0.5,inferred_rule,high_precision,0.5,inferred_rule,w,0.5,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/003_DEP-2511-801.html,models/dep_2511_801_samsung_hp5.json
DEP-2511-802,STMicroelectronics,56G812A1A_CIS,DEP,optical_ready_medium,48,2.9,,,,,,2.9,inferred_rule,high_precision,2.9,inferred_rule,w,2.9,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,qualitative_only,0,,4,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/002_DEP-2511-802.html,models/dep_2511_802_stmicroelectronics_56g812a1a_cis.json
DEP-2602-801,OmniVision,OX05C1S_CIS,DEP,insufficient_optical_evidence,0,,,,,,,,unavailable,,,unavailable,,,unavailable,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/046_DEP-2602-801.html,models/dep_2602_801_omnivision_ox05c1s_cis.json
DEP-2603-801,Samsung,JN5,DEP,insufficient_optical_evidence,0,,,,,,,,unavailable,,,unavailable,,,unavailable,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/047_DEP-2603-801.html,models/dep_2603_801_samsung_jn5.json
DEP-2606-801,Sony,LYT-901,DEP,insufficient_optical_evidence,0,,,,,,,,unavailable,,,unavailable,,,unavailable,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_dep_a6pf30000009PYHAA2/html/reports/048_DEP-2606-801.html,models/dep_2606_801_sony_lyt_901.json
EXR-2603-803,Ring,Wired Video Doorbell Pro (3rd Gen),EXR,optical_ready_high,72,2.0,2.5,bayer,,,,2.0,inferred_rule,ocl,2.0,inferred_rule,tin,2.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_devices_a6pf30000000GqhAAE/html/reports/003_EXR-2603-803.html,models/exr_2603_803_ring_wired_video_doorbell_pro_3rd_gen.json
