code,manufacturer,device_name,report_type,optical_readiness,optical_score,pixel_pitch_um,optical_stack_height_um,cfa_pattern,cfa_thickness_um,cfa_thickness_min_um,cfa_thickness_max_um,color_filter_pitch_um,color_filter_pitch_source,microlens_type,ocl_pitch_um,ocl_pitch_source,grid_material,grid_pitch_um,grid_pitch_source,cfa_proxy_nk_enabled,cfa_proxy_applicability,cfa_proxy_library_id,cfa_proxy_thickness_um,cfa_proxy_thickness_source,proxy_t_blue_450,proxy_t_green_550,proxy_t_red_650,proxy_t_clear_550,qe_status,qe_point_count,qe_points,qe_qualitative_count,spectral_range_count,filter_set_count,source_html,model_json
DEF-1908-802,ON Semi,AR0221SR2C00SUEAH3-GEVB,DEF,optical_ready_medium,66,4.2,2.3,bayer,,,,4.2,inferred_rule,gapless_ocl,4.2,inferred_rule,,4.2,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/115_DEF-1908-802.html,models/def_1908_802_on_semi_ar0221sr2c00sueah3_gevb.json
DEF-1909-801,OmniVision,OV24A1Q,DEF,optical_ready_high,72,0.9,1.7,bayer,,,,0.9,inferred_rule,gapless_ocl,0.9,inferred_rule,w,0.9,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/113_DEF-1909-801.html,models/def_1909_801_omnivision_ov24a1q.json
DEF-1909-803,Sony,12MP Wide,DEF,optical_ready_high,72,1.4,1.8,bayer,,,,1.4,inferred_rule,gapless_ocl,1.4,inferred_rule,w,1.4,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/114_DEF-1909-803.html,models/def_1909_803_sony_12mp_wide.json
DEF-1911-802,Samsung,S5K231YX,DEF,optical_ready_medium,60,9.0,7.5,,,,,9.0,inferred_rule,ocl,9.0,inferred_rule,w,9.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/058_DEF-1911-802.html,models/def_1911_802_samsung_s5k231yx.json
DEF-1911-803,Samsung,S5KHMX,DEF,optical_ready_high,72,0.8,1.5,tetracell_bayer,,,,1.6,inferred_rule,gapless_ocl,0.8,inferred_rule,tin,0.8,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/111_DEF-1911-803.html,models/def_1911_803_samsung_s5khmx.json
DEF-1912-801,ON Semi,LI-AR0820-GMSL2_Front-Cam,DEF,optical_ready_medium,60,2.1,2.2,,,,,2.1,inferred_rule,gapless_ocl,2.1,inferred_rule,tin,2.1,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/109_DEF-1912-801.html,models/def_1912_801_on_semi_li_ar0820_gmsl2_front_cam.json
DEF-2001-802,Canon,3862C002,DEF,optical_ready_medium,60,3.4,6.4,,,,,3.4,inferred_rule,gapless_ocl,3.4,inferred_rule,w,3.4,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/108_DEF-2001-802.html,models/def_2001_802_canon_3862c002.json
DEF-2002-801,Samsung,S5KGH1,DEF,optical_ready_high,72,0.7,1.2,tetracell_bayer,,,,1.4,inferred_rule,gapless_ocl,0.7,inferred_rule,tin,0.7,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,0.8200,0.8500,0.8800,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/107_DEF-2002-801.html,models/def_2002_801_samsung_s5kgh1.json
DEF-2002-803,Sony,SM-G986N_Triple-Rear-Cam1_ISP,DEF,optical_ready_high,88,1.8,2.2,bayer,0.515,0.45,0.58,1.8,inferred_rule,gapless_ocl,1.8,inferred_rule,tin,1.8,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.515,derived_from_extracted_range,0.8545,0.8792,0.9037,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/054_DEF-2002-803.html,models/def_2002_803_sony_sm_g986n_triple_rear_cam1_isp.json
DEF-2003-801,OmniVision,OV48B,DEF,optical_ready_high,88,0.8,1.4,bayer,0.585,0.52,0.65,0.8,inferred_rule,gapless_ocl,0.8,inferred_rule,tin,0.8,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.585,derived_from_extracted_range,0.8365,0.8640,0.8913,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/106_DEF-2003-801.html,models/def_2003_801_omnivision_ov48b.json
DEF-2004-801,Brillnics,BRV0500,DEF,optical_ready_high,88,2.12,2.8,bayer,0.73,0.7,0.76,2.12,inferred_rule,gapless_ocl,2.12,inferred_rule,w,2.12,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.73,derived_from_extracted_range,0.8003,0.8332,0.8663,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/105_DEF-2004-801.html,models/def_2004_801_brillnics_brv0500.json
DEF-2007-801,Newsight Imaging,NSI1000A0,DEF,optical_context_only,28,6.0,,,,,,6.0,inferred_rule,,6.0,inferred_rule,,6.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/104_DEF-2007-801.html,models/def_2007_801_newsight_imaging_nsi1000a0.json
DEF-2010-804,Sony,LI-IMX415-MIPI-M12_Front-Cam,DEF,optical_ready_high,88,1.45,2.1,bayer,0.435,0.35,0.52,1.45,inferred_rule,gapless_ocl,1.45,inferred_rule,tin,1.45,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.435,derived_from_extracted_range,0.8757,0.8970,0.9180,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/103_DEF-2010-804.html,models/def_2010_804_sony_li_imx415_mipi_m12_front_cam.json
DEF-2011-801,GPixel Inc,GSENSE2020BSI-ANM-NUN,DEF,optical_context_only,34,6.5,,,,,,6.5,inferred_rule,,6.5,inferred_rule,tin,6.5,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/102_DEF-2011-801.html,models/def_2011_801_gpixel_inc_gsense2020bsi_anm_nun.json
DEF-2011-803,Sony,IMX510,DEF,optical_ready_high,88,8.4,6.3,quad_bayer,0.73,0.65,0.81,16.8,inferred_rule,gapless_ocl,8.4,inferred_rule,w,8.4,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.73,derived_from_extracted_range,0.8003,0.8332,0.8663,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/101_DEF-2011-803.html,models/def_2011_803_sony_imx510.json
DEF-2011-804,Sony,IMX462,DEF,optical_ready_high,88,2.9,2.5,bayer,0.5,0.45,0.55,2.9,inferred_rule,gapless_ocl,2.9,inferred_rule,w,2.9,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.5,derived_from_extracted_range,0.8585,0.8825,0.9064,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/100_DEF-2011-804.html,models/def_2011_804_sony_imx462.json
DEF-2012-801,OmniVision,OV64B,DEF,optical_ready_high,88,0.7,1.3,bayer,0.625,0.6,0.65,0.7,inferred_rule,gapless_ocl,0.7,inferred_rule,tin,0.7,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.625,derived_from_extracted_range,0.8263,0.8554,0.8844,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/099_DEF-2012-801.html,models/def_2012_801_omnivision_ov64b.json
DEF-2012-802,Unknown,CeleX-V,DEF,optical_ready_medium,54,9.8,14.0,,,,,9.8,inferred_rule,gapless_ocl,9.8,inferred_rule,,9.8,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/098_DEF-2012-802.html,models/def_2012_802_unknown_celex_v.json
DEF-2102-801,Leopard Imaging Inc,OX08A4Y-GMSL,DEF,optical_ready_high,88,2.1,1.7,bayer,0.665,0.61,0.72,2.1,inferred_rule,gapless_ocl,2.1,inferred_rule,w,2.1,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.665,derived_from_extracted_range,0.8163,0.8469,0.8774,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/037_DEF-2102-801.html,models/def_2102_801_leopard_imaging_inc_ox08a4y_gmsl.json
DEF-2103-801,ON Semi,MARS1-AR0234ATSMS-GEVB,DEF,optical_ready_medium,62,3.0,5.6,monochrome,,,,3.0,inferred_rule,,3.0,inferred_rule,w,3.0,inferred_rule,True,clear_or_monochrome,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,0.9600,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/036_DEF-2103-801.html,models/def_2103_801_on_semi_mars1_ar0234atsms_gevb.json
DEF-2103-802,STMicroelectronics,VG6640AB1M,DEF,optical_ready_high,88,3.75,4.2,bayer,0.655,0.59,0.72,3.75,inferred_rule,ocl,3.75,inferred_rule,tin,3.75,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.655,derived_from_extracted_range,0.8188,0.8490,0.8792,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/097_DEF-2103-802.html,models/def_2103_802_stmicroelectronics_vg6640ab1m.json
DEF-2103-803,SmartSens,SC4335,DEF,optical_ready_high,88,2.25,4.0,bayer,0.67,0.53,0.81,2.25,inferred_rule,gapless_ocl,2.25,inferred_rule,tin,2.25,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.67,derived_from_extracted_range,0.8151,0.8458,0.8766,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/095_DEF-2103-803.html,models/def_2103_803_smartsens_sc4335.json
DEF-2103-804,Samsung,S5KGN2,DEF,optical_ready_high,88,1.4,1.8,tetracell_bayer,0.43,0.42,0.44,2.8,inferred_rule,gapless_ocl,1.4,inferred_rule,tin,1.4,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.43,derived_from_extracted_range,0.8770,0.8981,0.9189,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/094_DEF-2103-804.html,models/def_2103_804_samsung_s5kgn2.json
DEF-2104-801,ON Semi,ARX3A0_CIS,DEF,optical_ready_medium,60,2.2,1.4,,,,,2.2,inferred_rule,ocl,2.2,inferred_rule,tin,2.2,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/092_DEF-2104-801.html,models/def_2104_801_on_semi_arx3a0_cis.json
DEF-2104-802,Sony,IMX991-AABA,DEF,optical_context_only,34,5.0,,,,,,5.0,inferred_rule,,5.0,inferred_rule,w,5.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/096_DEF-2104-802.html,models/def_2104_802_sony_imx991_aaba.json
DEF-2105-801,Prophesee,V2M_CIS,DEF,optical_ready_medium,60,15.0,14.8,,,,,15.0,inferred_rule,ocl,15.0,inferred_rule,tin,15.0,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/091_DEF-2105-801.html,models/def_2105_801_prophesee_v2m_cis.json
DEF-2107-801,Canon,LY1240_CIS,DEF,optical_ready_high,88,4.1,6.7,bayer,0.675,0.63,0.72,4.1,inferred_rule,gapless_ocl,4.1,inferred_rule,tin,4.1,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.675,derived_from_extracted_range,0.8138,0.8447,0.8757,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/089_DEF-2107-801.html,models/def_2107_801_canon_ly1240_cis.json
DEF-2109-802,OmniVision,OS04C10-A43A,DEF,optical_ready_high,88,2.0,2.7,bayer,0.78,0.73,0.83,2.0,inferred_rule,gapless_ocl,2.0,inferred_rule,tin,2.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.78,derived_from_extracted_range,0.7881,0.8229,0.8578,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/088_DEF-2109-802.html,models/def_2109_802_omnivision_os04c10_a43a.json
DEF-2110-804,SmartSens,SAV-WBCMSBML500WH_Front-Cam_CIS,DEF,optical_ready_high,88,2.0,2.3,bayer,0.65,0.62,0.68,2.0,inferred_rule,gapless_ocl,2.0,inferred_rule,w,2.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.65,derived_from_extracted_range,0.8200,0.8500,0.8800,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/087_DEF-2110-804.html,models/def_2110_804_smartsens_sav_wbcmsbml500wh_front_cam_cis.json
DEF-2111-801,Galaxycore Inc,GC8054,DEF,optical_ready_high,88,1.12,1.7,bayer,0.61,0.56,0.66,1.12,inferred_rule,gapless_ocl,1.12,inferred_rule,w,1.12,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.61,derived_from_extracted_range,0.8301,0.8586,0.8870,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/085_DEF-2111-801.html,models/def_2111_801_galaxycore_inc_gc8054.json
DEF-2111-803,Canon,LC1720_CIS,DEF,optical_ready_high,88,6.0,8.0,bayer,0.87,0.82,0.92,6.0,inferred_rule,gapless_ocl,6.0,inferred_rule,w,6.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.87,derived_from_extracted_range,0.7668,0.8046,0.8428,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/084_DEF-2111-803.html,models/def_2111_803_canon_lc1720_cis.json
DEF-2112-801,OmniVision,0X01F10-E48Y,DEF,optical_ready_high,88,3.0,3.2,bayer,0.775,0.72,0.83,3.0,inferred_rule,gapless_ocl,3.0,inferred_rule,w,3.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.775,derived_from_extracted_range,0.7893,0.8239,0.8587,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/083_DEF-2112-801.html,models/def_2112_801_omnivision_0x01f10_e48y.json
DEF-2201-801,OmniVision,OV60A,DEF,optical_ready_high,88,0.61,1.6,bayer,0.95,0.92,0.98,0.61,inferred_rule,gapless_ocl,0.61,inferred_rule,tin,0.61,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.95,derived_from_extracted_range,0.7483,0.7886,0.8296,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/082_DEF-2201-801.html,models/def_2201_801_omnivision_ov60a.json
DEF-2201-802,OmniVision,OV50A,DEF,optical_ready_high,88,1.0,1.7,bayer,0.605,0.57,0.64,1.0,inferred_rule,gapless_ocl,1.0,inferred_rule,tin,1.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.605,derived_from_extracted_range,0.8314,0.8597,0.8879,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/081_DEF-2201-802.html,models/def_2201_802_omnivision_ov50a.json
DEF-2201-803,Sony,IMX709,DEF,optical_ready_high,76,0.8,1.5,,0.54,0.47,0.61,0.8,inferred_rule,gapless_ocl,0.8,inferred_rule,tin,0.8,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.54,derived_from_extracted_range,,,,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/080_DEF-2201-803.html,models/def_2201_803_sony_imx709.json
DEF-2202-802,Sony,IMX636AAMR-ES,DEF,optical_ready_medium,60,4.86,4.2,,,,,4.86,inferred_rule,gapless_ocl,4.86,inferred_rule,tin,4.86,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/028_DEF-2202-802.html,models/def_2202_802_sony_imx636aamr_es.json
DEF-2203-801,SmartSens,SC410GS-CC3AF00,DEF,optical_ready_high,88,4.2,3.9,bayer,0.725,0.66,0.79,4.2,inferred_rule,gapless_ocl,4.2,inferred_rule,tin,4.2,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.725,derived_from_extracted_range,0.8015,0.8343,0.8671,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/079_DEF-2203-801.html,models/def_2203_801_smartsens_sc410gs_cc3af00.json
DEF-2204-801,Nikon,Nikon Z9,DEF,optical_ready_high,88,4.35,6.4,bayer,0.88,0.88,1.0,4.35,inferred_rule,gapless_ocl,4.35,inferred_rule,tin,4.35,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.88,extracted,0.7645,0.8025,0.8411,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/026_DEF-2204-801.html,models/def_2204_801_nikon_nikon_z9.json
DEF-2204-803,STMicroelectronics,55G0AB,DEF,optical_ready_medium,60,2.6,4.1,,,,,2.6,inferred_rule,gapless_ocl,2.6,inferred_rule,tin,2.6,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/077_DEF-2204-803.html,models/def_2204_803_stmicroelectronics_55g0ab.json
DEF-2204-804,Samsung,S5KHM6,DEF,optical_ready_high,88,0.64,1.3,bayer,0.57,0.51,0.63,0.64,inferred_rule,gapless_ocl,0.64,inferred_rule,w,0.64,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.57,derived_from_extracted_range,0.8403,0.8672,0.8940,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/078_DEF-2204-804.html,models/def_2204_804_samsung_s5khm6.json
DEF-2206-801,Samsung,S5KJNVSQ_ISP,DEF,optical_ready_high,88,0.64,1.1,tetracell_bayer,0.43,0.35,0.51,1.28,extracted,gapless_ocl,0.64,extracted,tin,1.28,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.43,derived_from_extracted_range,0.8770,0.8981,0.9189,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_devices_a6pf30000000GqhAAE/html/reports/017_DEF-2206-801.html,models/def_2206_801_samsung_s5kjnvsq_isp.json
DEF-2206-802,ON Semi,AR0220AT3B00XUEA0-DPBR,DEF,optical_ready_high,76,4.2,2.3,,0.64,0.58,0.7,4.2,inferred_rule,gapless_ocl,4.2,inferred_rule,tin,4.2,inferred_rule,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.64,derived_from_extracted_range,,,,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/076_DEF-2206-802.html,models/def_2206_802_on_semi_ar0220at3b00xuea0_dpbr.json
DEF-2206-804,SmartSens,SC501CS,DEF,optical_ready_high,88,1.12,1.5,bayer,0.66,0.64,0.68,1.12,extracted,gapless_ocl,1.12,extracted,tin,1.12,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.66,derived_from_extracted_range,0.8175,0.8479,0.8783,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/074_DEF-2206-804.html,models/def_2206_804_smartsens_sc501cs.json
DEF-2206-805,Sony,IMX662,DEF,optical_ready_high,88,2.9,2.6,bayer,0.475,0.42,0.53,2.9,extracted,gapless_ocl,2.9,extracted,w,2.9,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.475,derived_from_extracted_range,0.8650,0.8880,0.9108,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/075_DEF-2206-805.html,models/def_2206_805_sony_imx662.json
DEF-2207-801,OmniVision,OV2K0EAA_P_CIS,DEF,optical_ready_high,88,3.0,2.6,bayer,0.75,0.69,0.81,3.0,extracted,gapless_ocl,3.0,extracted,w,3.0,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.75,derived_from_extracted_range,0.7954,0.8291,0.8629,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/073_DEF-2207-801.html,models/def_2207_801_omnivision_ov2k0eaa_p_cis.json
DEF-2207-802,Sony,IMX989,DEF,optical_ready_high,88,1.6,2.0,quad_bayer,0.555,0.54,0.57,3.2,extracted,gapless_ocl,1.6,extracted,w,1.6,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.555,derived_from_extracted_range,0.8442,0.8705,0.8966,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/070_DEF-2207-802.html,models/def_2207_802_sony_imx989.json
DEF-2208-801,Sony,IMX787,DEF,optical_ready_high,88,0.8,1.9,quad_bayer,0.57,0.54,0.6,1.6,extracted,gapless_ocl,1.6,extracted,w,1.6,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.57,derived_from_extracted_range,0.8403,0.8672,0.8940,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/069_DEF-2208-801.html,models/def_2208_801_sony_imx787.json
DEF-2208-803,Sony,IMX678AAQR1-C,DEF,optical_ready_high,88,2.0,2.4,bayer,0.43,0.29,0.57,2.0,extracted,gapless_ocl,2.0,extracted,w,2.0,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.43,derived_from_extracted_range,0.8770,0.8981,0.9189,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/071_DEF-2208-803.html,models/def_2208_803_sony_imx678aaqr1_c.json
DEF-2209-801,Samsung,HP1,DEF,optical_ready_high,88,0.64,1.1,bayer,0.385,0.33,0.44,0.64,inferred_rule,gapless_ocl,0.64,inferred_rule,tin,0.64,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.385,derived_from_extracted_range,0.8891,0.9083,0.9271,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/072_DEF-2209-801.html,models/def_2209_801_samsung_hp1.json
DEF-2210-801,SmartSens,SC850SL-CSMNN00,DEF,optical_ready_high,88,2.0,2.4,bayer,0.865,0.83,0.9,2.0,inferred_rule,gapless_ocl,2.0,extracted,w,2.0,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.865,derived_from_extracted_range,0.7680,0.8056,0.8436,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/068_DEF-2210-801.html,models/def_2210_801_smartsens_sc850sl_csmnn00.json
DEF-2211-801,Stratio,BeyonSense 1,DEF,insufficient_optical_evidence,0,,,,,,,,unavailable,,,unavailable,,,unavailable,False,unknown_cfa_pattern,common_rgb_color_resist_proxy_2026_06,0.65,inferred_proxy_default,,,,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/019_DEF-2211-801.html,models/def_2211_801_stratio_beyonsense_1.json
DEF-2212-801,SmartSens,SC910GS,DEF,optical_ready_high,88,4.0,4.3,bayer,0.63,0.62,0.64,4.0,inferred_rule,gapless_ocl,4.0,inferred_rule,tin,4.0,inferred_rule,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.63,derived_from_extracted_range,0.8251,0.8543,0.8835,,not_found,0,,0,1,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download/html/reports/066_DEF-2212-801.html,models/def_2212_801_smartsens_sc910gs.json
DEF-2212-802,Leopard Imaging Inc,LI-IMX728-9295,DEF,optical_ready_high,88,2.1,1.9,bayer,0.51,0.48,0.54,2.1,extracted,gapless_ocl,2.1,extracted,w,2.1,extracted,True,rgb_color_filter_proxy,common_rgb_color_resist_proxy_2026_06,0.51,derived_from_extracted_range,0.8558,0.8803,0.9046,,not_found,0,,0,0,0,/Users/seongcheoljeong/Sensor_DB_TechInsight/techinsights_html_download_missing_def_a6pf30000000GqhAAE/html/reports/016_DEF-2212-802.html,models/def_2212_802_leopard_imaging_inc_li_imx728_9295.json
