code,manufacturer,device_name,report_type,readiness_level,readiness_score,candidate_level,pixel_pitch_um,pixel_pitch_source,active_si_um,active_si_source,dti_type,dti_depth_um,dti_depth_source,dti_width_um,photocathode_depth_um,p_well_depth_um,pinning_depth_um,transfer_gate_type,transfer_gate_depth_um,fd_depth_um,optical_stack_um,doping_model_kind,sims_seed_profile,recommended_tcad_profile,recommended_profile_kind,model_json
DEP-2307-801,SK Hynix,Hi-5021Q,DEP,structure_ready_high,64.9,geometry_plus_process_evidence,0.7,extracted,3.6,extracted,partial_depth_back_dti,3.0,extracted,0.19,3.168,0.576,0.1,unknown,0.0,0.198,1.9,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_2307_801_sk_hynix_hi_5021q/profile.json,techinsights_proxy_profile,models/dep_2307_801_sk_hynix_hi_5021q.json
DEP-2103-801,Leopard Imaging Inc,OX08A4Y-GMSL,DEP,structure_ready_high,64.9,geometry_plus_process_evidence,2.1,extracted,2.9,extracted,partial_depth_back_dti,0.19,extracted,0.19,2.552,0.464,0.1,unknown,0.0,0.1595,1.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_2103_801_leopard_imaging_inc_ox08a4y_gmsl/profile.json,techinsights_proxy_profile,models/dep_2103_801_leopard_imaging_inc_ox08a4y_gmsl.json
DEF-2506-802,Samsung,JNP (S5KJNP),DEF,structure_ready_high,64.7,geometry_plus_process_evidence,0.64,extracted,3.8,extracted,probable_full_depth_front_dti,3.724,inferred_empirical,0.096,3.344,0.608,0.1,dual_vertical_transfer_gate,0.44,0.209,3.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2506_802_samsung_jnp_s5kjnp/profile.json,techinsights_proxy_profile,models/def_2506_802_samsung_jnp_s5kjnp.json
DEP-2201-801,OmniVision,OV60A,DEP,structure_ready_high,64.6,geometry_plus_process_evidence,0.61,extracted,2.9,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.552,0.464,0.1,unknown,0.0,0.1595,1.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_2201_801_omnivision_ov60a/profile.json,techinsights_proxy_profile,models/dep_2201_801_omnivision_ov60a.json
DEF-2504-802,OmniVision,OX12A10,DEF,structure_ready_high,64.6,geometry_plus_process_evidence,2.1,extracted,3.0,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.64,0.48,0.1,unknown,0.0,0.165,2.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2504_802_omnivision_ox12a10/profile.json,techinsights_proxy_profile,models/def_2504_802_omnivision_ox12a10.json
DEF-2412-801,Sony,LYT-818,DEF,structure_ready_high,64.6,geometry_plus_process_evidence,1.22,extracted,3.2,extracted,partial_depth_back_dti,2.3,inferred_empirical,0.141,2.816,0.512,0.1,unknown,0.0,0.176,2.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2412_801_sony_lyt_818/profile.json,techinsights_proxy_profile,models/def_2412_801_sony_lyt_818.json
DEF-2305-803,Sony,XQ-DQ72_Dual-Rear-Cam2_CIS,DEF,structure_ready_high,64.6,geometry_plus_process_evidence,1.12,extracted,4.4,extracted,back_dti,2.3,inferred_empirical,0.141,3.872,0.704,0.1,unknown,0.0,0.242,1.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2305_803_sony_xq_dq72_dual_rear_cam2_cis/profile.json,techinsights_proxy_profile,models/def_2305_803_sony_xq_dq72_dual_rear_cam2_cis.json
DEF-2207-801,OmniVision,OV2K0EAA_P_CIS,DEF,structure_ready_high,64.6,geometry_plus_process_evidence,3.0,extracted,2.9,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.552,0.464,0.1,unknown,0.0,0.1595,2.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2207_801_omnivision_ov2k0eaa_p_cis/profile.json,techinsights_proxy_profile,models/def_2207_801_omnivision_ov2k0eaa_p_cis.json
DEF-2112-801,OmniVision,0X01F10-E48Y,DEF,structure_ready_high,64.6,geometry_plus_process_evidence,3.0,extracted,2.9,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.552,0.464,0.1,unknown,0.0,0.1595,3.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2112_801_omnivision_0x01f10_e48y/profile.json,techinsights_proxy_profile,models/def_2112_801_omnivision_0x01f10_e48y.json
DEF-1909-801,OmniVision,OV24A1Q,DEF,structure_ready_high,64.6,geometry_plus_process_evidence,0.9,extracted,3.0,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.64,0.48,0.1,unknown,0.0,0.165,1.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1909_801_omnivision_ov24a1q/profile.json,techinsights_proxy_profile,models/def_1909_801_omnivision_ov24a1q.json
DEP-1901-801,Sony,PCT-AL10_Dual-Rear-Cam1_ISP,DEP,structure_ready_high,64.5,geometry_plus_process_evidence,0.8,extracted,3.6,extracted,full_depth_front_dti,3.528,inferred_empirical,0.075,3.168,0.576,0.1,unknown,0.0,0.198,2.25,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_1901_801_sony_pct_al10_dual_rear_cam1_isp/profile.json,techinsights_proxy_profile,models/dep_1901_801_sony_pct_al10_dual_rear_cam1_isp.json
DEF-2412-802,SmartSens,PLA-AL10_Dual-Rear-Cam2-4_CIS,DEF,structure_ready_high,64.1,geometry_plus_process_evidence,1.22,extracted,3.1,extracted,partial_depth_back_dti,1.8,inferred_empirical,0.19,2.728,0.496,0.1,unknown,0.0,0.1705,2.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2412_802_smartsens_pla_al10_dual_rear_cam2_4_cis/profile.json,techinsights_proxy_profile,models/def_2412_802_smartsens_pla_al10_dual_rear_cam2_4_cis.json
DEF-2404-802,OmniVision,OX08D10,DEF,structure_ready_high,63.8,geometry_only,2.1,extracted,3.0,extracted,partial_depth_back_dti,2.0,extracted,0.19,2.64,0.48,0.1,unknown,0.0,0.165,2.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2404_802_omnivision_ox08d10/profile.json,techinsights_proxy_profile,models/def_2404_802_omnivision_ox08d10.json
DEF-2305-802,OmniVision,OS12D40-J08A-001A_CIS,DEF,structure_ready_high,63.8,geometry_only,1.4,extracted,2.9,extracted,partial_depth_back_dti,1.7,extracted,0.19,2.552,0.464,0.1,unknown,0.0,0.1595,1.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2305_802_omnivision_os12d40_j08a_001a_cis/profile.json,techinsights_proxy_profile,models/def_2305_802_omnivision_os12d40_j08a_001a_cis.json
DEF-2109-802,OmniVision,OS04C10-A43A,DEF,structure_ready_high,63.8,geometry_only,2.0,extracted,3.5,extracted,partial_depth_back_dti,2.1,extracted,0.19,3.08,0.56,0.1,unknown,0.0,0.1925,2.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2109_802_omnivision_os04c10_a43a/profile.json,techinsights_proxy_profile,models/def_2109_802_omnivision_os04c10_a43a.json
DEF-1909-803,Sony,12MP Wide,DEF,structure_ready_high,63.8,geometry_only,1.4,extracted,3.5,extracted,full_depth_front_dti,2.3,extracted,0.141,3.08,0.56,0.1,unknown,0.0,0.1925,1.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1909_803_sony_12mp_wide/profile.json,techinsights_proxy_profile,models/def_1909_803_sony_12mp_wide.json
DEF-1904-801,Sony,VOG-L29_Triple-Rear-Cam2-ISP,DEF,structure_ready_high,63.8,geometry_only,1.0,extracted,3.1,extracted,full_depth_front_dti,2.0,extracted,0.141,2.728,0.496,0.1,unknown,0.0,0.1705,1.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1904_801_sony_vog_l29_triple_rear_cam2_isp/profile.json,techinsights_proxy_profile,models/def_1904_801_sony_vog_l29_triple_rear_cam2_isp.json
DEF-1809-801,Samsung,S5K2P7,DEF,structure_ready_high,63.8,geometry_only,1.12,extracted,2.7,extracted,full_depth_front_dti,1.9,extracted,0.096,2.376,0.432,0.1,unknown,0.0,0.1485,1.9,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1809_801_samsung_s5k2p7/profile.json,techinsights_proxy_profile,models/def_1809_801_samsung_s5k2p7.json
DEP-2403-801,OmniVision,OV50H,DEP,structure_ready_high,63.7,process_snippet_only,1.2,extracted,3.0,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.64,0.48,0.1,unknown,0.0,0.165,2.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_2403_801_omnivision_ov50h/profile.json,techinsights_proxy_profile,models/dep_2403_801_omnivision_ov50h.json
DEP-2103-803,Samsung,S5K231YX,DEP,structure_ready_high,63.7,process_snippet_only,9.0,extracted,2.5,extracted,back_dti,2.5,inferred_empirical,0.096,2.2,0.4,0.1,unknown,0.0,0.1375,1.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_2103_803_samsung_s5k231yx/profile.json,techinsights_proxy_profile,models/dep_2103_803_samsung_s5k231yx.json
DEP-1912-801,OmniVision,OV24A1Q,DEP,structure_ready_high,63.7,process_snippet_only,0.9,extracted,3.0,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.64,0.48,0.1,unknown,0.0,0.165,2.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_1912_801_omnivision_ov24a1q/profile.json,techinsights_proxy_profile,models/dep_1912_801_omnivision_ov24a1q.json
DEF-2603-804,Sony,IMX775,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,2.1,extracted,6.7,extracted,full_depth_front_dti,6.566,inferred_empirical,0.141,5.896,0.8,0.1,unknown,0.0,0.28,2.3,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2603_804_sony_imx775/profile.json,techinsights_proxy_profile,models/def_2603_804_sony_imx775.json
DEF-2601-804,OmniVision,OX05C1S_CIS,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,2.2,extracted,5.9,extracted,full_depth_front_dti,5.782,inferred_empirical,0.19,5.192,0.8,0.1,unknown,0.0,0.28,2.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2601_804_omnivision_ox05c1s_cis/profile.json,techinsights_proxy_profile,models/def_2601_804_omnivision_ox05c1s_cis.json
DEF-2601-802,STMicroelectronics,55G1BA_CIS,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,2.16,extracted,5.9,extracted,full_depth_front_dti,5.782,inferred_empirical,0.22,5.192,0.8,0.1,unknown,0.0,0.28,3.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2601_802_stmicroelectronics_55g1ba_cis/profile.json,techinsights_proxy_profile,models/def_2601_802_stmicroelectronics_55g1ba_cis.json
DEF-2405-803,Sony,IMX681,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,1.0,extracted,3.6,extracted,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,1.7,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2405_803_sony_imx681/profile.json,techinsights_proxy_profile,models/def_2405_803_sony_imx681.json
DEF-2310-803,Sony,IMX904,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,1.0,extracted,4.3,extracted,full_depth_front_dti,4.214,inferred_empirical,0.141,3.784,0.688,0.1,unknown,0.0,0.2365,1.8,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2310_803_sony_imx904/profile.json,techinsights_proxy_profile,models/def_2310_803_sony_imx904.json
DEF-2011-803,Sony,IMX510,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,8.4,extracted,2.8,extracted,full_depth_front_dti,2.744,inferred_empirical,0.141,2.464,0.448,0.1,unknown,0.0,0.154,6.3,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2011_803_sony_imx510/profile.json,techinsights_proxy_profile,models/def_2011_803_sony_imx510.json
DEF-2010-804,Sony,LI-IMX415-MIPI-M12_Front-Cam,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,1.45,extracted,4.0,extracted,full_depth_front_dti,3.92,inferred_empirical,0.141,3.52,0.64,0.1,unknown,0.0,0.22,2.1,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2010_804_sony_li_imx415_mipi_m12_front_cam/profile.json,techinsights_proxy_profile,models/def_2010_804_sony_li_imx415_mipi_m12_front_cam.json
DEF-2002-803,Sony,SM-G986N_Triple-Rear-Cam1_ISP,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,1.8,extracted,3.0,extracted,full_depth_front_dti,2.94,inferred_empirical,0.141,2.64,0.48,0.1,unknown,0.0,0.165,2.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2002_803_sony_sm_g986n_triple_rear_cam1_isp/profile.json,techinsights_proxy_profile,models/def_2002_803_sony_sm_g986n_triple_rear_cam1_isp.json
DEF-1901-803,Sony,PCT-AL10_Dual-Rear-Cam1_ISP,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,0.8,extracted,3.6,extracted,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,1.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1901_803_sony_pct_al10_dual_rear_cam1_isp/profile.json,techinsights_proxy_profile,models/def_1901_803_sony_pct_al10_dual_rear_cam1_isp.json
DEF-1807-801,Sony,IMX307LQD-C,DEF,structure_ready_high,63.6,geometry_plus_process_evidence,2.9,extracted,2.8,extracted,full_depth_front_dti,2.744,inferred_empirical,0.141,2.464,0.448,0.1,unknown,0.0,0.154,2.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1807_801_sony_imx307lqd_c/profile.json,techinsights_proxy_profile,models/def_1807_801_sony_imx307lqd_c.json
DEF-2512-801,Galaxycore Inc,GC50F6,DEF,structure_ready_high,63.5,geometry_plus_process_evidence,0.61,extracted,3.0,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.64,0.48,0.1,unknown,0.0,0.165,1.3,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2512_801_galaxycore_inc_gc50f6/profile.json,techinsights_proxy_profile,models/def_2512_801_galaxycore_inc_gc50f6.json
DEF-2508-801,Unknown,LMR-AL10_Ultra_Dual-Rear-Cam2_CIS,DEF,structure_ready_high,63.5,geometry_plus_process_evidence,1.22,extracted,3.1,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.728,0.496,0.1,unknown,0.0,0.1705,2.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2508_801_unknown_lmr_al10_ultra_dual_rear_cam2_cis/profile.json,techinsights_proxy_profile,models/def_2508_801_unknown_lmr_al10_ultra_dual_rear_cam2_cis.json
DEF-2412-804,OPPO,Reno12,DEF,structure_ready_high,63.5,geometry_plus_process_evidence,0.7,extracted,2.7,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.376,0.432,0.1,unknown,0.0,0.1485,1.3,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2412_804_oppo_reno12/profile.json,techinsights_proxy_profile,models/def_2412_804_oppo_reno12.json
DEF-2312-802,SK Hynix,Hi-5022Q,DEF,structure_ready_high,63.3,geometry_only,0.64,extracted,3.7,extracted,full_depth_front_dti,2.7,extracted,0.1705,3.256,0.592,0.1,unknown,0.0,0.2035,1.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2312_802_sk_hynix_hi_5022q/profile.json,techinsights_proxy_profile,models/def_2312_802_sk_hynix_hi_5022q.json
DEF-2310-801,ams OSRAM,Mira050-1QM1WB_FT_SE,DEF,structure_ready_high,63.3,geometry_only,2.79,extracted,6.0,extracted,partial_depth_back_dti,4.2,extracted,0.19,5.28,0.8,0.1,unknown,0.0,0.28,3.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2310_801_ams_osram_mira050_1qm1wb_ft_se/profile.json,techinsights_proxy_profile,models/def_2310_801_ams_osram_mira050_1qm1wb_ft_se.json
DEF-2307-801,SK Hynix,Hi-5021Q,DEF,structure_ready_high,63.3,geometry_only,0.7,extracted,3.6,extracted,full_depth_front_dti,2.3,extracted,0.1705,3.168,0.576,0.1,unknown,0.0,0.198,1.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2307_801_sk_hynix_hi_5021q/profile.json,techinsights_proxy_profile,models/def_2307_801_sk_hynix_hi_5021q.json
DEF-2212-801,SmartSens,SC910GS,DEF,structure_ready_high,63.3,geometry_only,4.0,extracted,2.3,extracted,partial_depth_back_dti,1.6,extracted,0.19,2.024,0.368,0.1,unknown,0.0,0.1265,4.3,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2212_801_smartsens_sc910gs/profile.json,techinsights_proxy_profile,models/def_2212_801_smartsens_sc910gs.json
DEP-2112-802,Canon,LC1720_CIS,DEP,structure_ready_high,63.1,geometry_plus_process_evidence,6.0,extracted,3.1,extracted,full_depth_front_dti,3.038,inferred_empirical,0.1705,2.728,0.496,0.1,unknown,0.0,0.1705,8.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_2112_802_canon_lc1720_cis/profile.json,techinsights_proxy_profile,models/dep_2112_802_canon_lc1720_cis.json
DEF-2407-803,Nikon,Nikon Z6 III,DEF,structure_ready_high,63.1,geometry_plus_process_evidence,5.9,extracted,2.7,extracted,full_depth_front_dti,2.646,inferred_empirical,0.1705,2.376,0.432,0.1,unknown,0.0,0.1485,9.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2407_803_nikon_nikon_z6_iii/profile.json,techinsights_proxy_profile,models/def_2407_803_nikon_nikon_z6_iii.json
DEF-2401-803,Prophesee,PEK3X320CDMP_Cam_CIS,DEF,structure_ready_high,63.1,geometry_plus_process_evidence,6.3,extracted,5.8,extracted,full_depth_front_dti,5.684,inferred_empirical,0.1705,5.104,0.8,0.1,unknown,0.0,0.28,4.6,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2401_803_prophesee_pek3x320cdmp_cam_cis/profile.json,techinsights_proxy_profile,models/def_2401_803_prophesee_pek3x320cdmp_cam_cis.json
DEF-2204-801,Nikon,Nikon Z9,DEF,structure_ready_high,63.1,process_snippet_only,4.35,extracted,2.7,extracted,full_depth_front_dti,2.646,inferred_empirical,0.1705,2.376,0.432,0.1,unknown,0.0,0.1485,6.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2204_801_nikon_nikon_z9/profile.json,techinsights_proxy_profile,models/def_2204_801_nikon_nikon_z9.json
DEF-2111-803,Canon,LC1720_CIS,DEF,structure_ready_high,63.1,geometry_plus_process_evidence,6.0,extracted,3.1,extracted,full_depth_front_dti,3.038,inferred_empirical,0.1705,2.728,0.496,0.1,unknown,0.0,0.1705,8.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2111_803_canon_lc1720_cis/profile.json,techinsights_proxy_profile,models/def_2111_803_canon_lc1720_cis.json
EXR-2603-803,Ring,Wired Video Doorbell Pro (3rd Gen),EXR,structure_ready_high,62.9,geometry_plus_process_evidence,2.0,extracted,3.5,extracted,back_dti,2.3,inferred_empirical,0.19,3.08,0.56,0.1,unknown,0.0,0.1925,2.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/exr_2603_803_ring_wired_video_doorbell_pro_3rd_gen/profile.json,techinsights_proxy_profile,models/exr_2603_803_ring_wired_video_doorbell_pro_3rd_gen.json
DEP-2004-802,Sony,IMX608,DEP,structure_ready_high,62.7,process_snippet_only,1.12,extracted,3.2,extracted,full_depth_front_dti,3.136,inferred_empirical,0.141,2.816,0.512,0.1,unknown,0.0,0.176,2.25,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_2004_802_sony_imx608/profile.json,techinsights_proxy_profile,models/dep_2004_802_sony_imx608.json
DEP-1911-801,Samsung,S5K3J1SX03_CIS,DEP,structure_ready_high,62.7,process_snippet_only,1.22,extracted,2.6,extracted,full_depth_front_dti,2.548,inferred_empirical,0.096,2.288,0.416,0.1,unknown,0.0,0.143,1.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_1911_801_samsung_s5k3j1sx03_cis/profile.json,techinsights_proxy_profile,models/dep_1911_801_samsung_s5k3j1sx03_cis.json
DEP-1905-803,Sony,IMX362,DEP,structure_ready_high,62.7,process_snippet_only,1.4,extracted,2.9,extracted,full_depth_front_dti,2.842,inferred_empirical,0.141,2.552,0.464,0.1,unknown,0.0,0.1595,2.25,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_1905_803_sony_imx362/profile.json,techinsights_proxy_profile,models/dep_1905_803_sony_imx362.json
DEP-2004-801,ON Semi,LI-AR0820-GMSL2_Front-Cam,DEP,structure_ready_high,62.6,process_snippet_only,2.1,extracted,2.9,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.552,0.464,0.1,unknown,0.0,0.1595,2.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/dep_2004_801_on_semi_li_ar0820_gmsl2_front_cam/profile.json,techinsights_proxy_profile,models/dep_2004_801_on_semi_li_ar0820_gmsl2_front_cam.json
DEF-2210-801,SmartSens,SC850SL-CSMNN00,DEF,structure_ready_high,61.1,geometry_only,2.0,extracted,5.8,extracted,partial_depth_back_dti,1.8,inferred_empirical,0.19,5.104,0.8,0.1,unknown,0.0,0.28,2.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2210_801_smartsens_sc850sl_csmnn00/profile.json,techinsights_proxy_profile,models/def_2210_801_smartsens_sc850sl_csmnn00.json
DEF-2409-804,Sony,IMX972,DEF,structure_ready_high,60.6,geometry_only,0.7,extracted,4.5,extracted,full_depth_front_dti,4.41,inferred_empirical,0.141,3.96,0.72,0.1,unknown,0.0,0.2475,1.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2409_804_sony_imx972/profile.json,techinsights_proxy_profile,models/def_2409_804_sony_imx972.json
DEF-2306-803,Sony,IMX715,DEF,structure_ready_high,60.6,geometry_only,1.45,extracted,6.1,extracted,full_depth_front_dti,5.978,inferred_empirical,0.141,5.368,0.8,0.1,unknown,0.0,0.28,2.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2306_803_sony_imx715/profile.json,techinsights_proxy_profile,models/def_2306_803_sony_imx715.json
DEF-2304-801,Sony,IMX500,DEF,structure_ready_high,60.6,geometry_only,1.55,extracted,2.4,extracted,full_depth_front_dti,2.352,inferred_empirical,0.141,2.112,0.384,0.1,unknown,0.0,0.132,2.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2304_801_sony_imx500/profile.json,techinsights_proxy_profile,models/def_2304_801_sony_imx500.json
DEF-2208-801,Sony,IMX787,DEF,structure_ready_high,60.6,geometry_only,0.8,extracted,3.6,extracted,full_depth_front_dti,3.528,inferred_empirical,0.141,3.168,0.576,0.1,unknown,0.0,0.198,1.9,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2208_801_sony_imx787/profile.json,techinsights_proxy_profile,models/def_2208_801_sony_imx787.json
DEF-2207-802,Sony,IMX989,DEF,structure_ready_high,60.6,geometry_only,1.6,extracted,2.9,extracted,full_depth_front_dti,2.842,inferred_empirical,0.141,2.552,0.464,0.1,unknown,0.0,0.1595,2.0,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2207_802_sony_imx989/profile.json,techinsights_proxy_profile,models/def_2207_802_sony_imx989.json
DEF-2202-802,Sony,IMX636AAMR-ES,DEF,structure_ready_high,60.6,geometry_only,4.86,extracted,6.8,extracted,full_depth_front_dti,6.664,inferred_empirical,0.141,5.984,0.8,0.1,unknown,0.0,0.28,4.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2202_802_sony_imx636aamr_es/profile.json,techinsights_proxy_profile,models/def_2202_802_sony_imx636aamr_es.json
DEF-2103-802,STMicroelectronics,VG6640AB1M,DEF,structure_ready_high,60.6,geometry_only,3.75,extracted,5.9,inferred_empirical,full_depth_front_dti,4.1,extracted,0.22,5.192,0.8,0.1,unknown,0.0,0.28,4.2,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2103_802_stmicroelectronics_vg6640ab1m/profile.json,techinsights_proxy_profile,models/def_2103_802_stmicroelectronics_vg6640ab1m.json
DEF-1811-802,Sony,IMX309BQJ,DEF,structure_ready_high,60.6,geometry_only,4.4,extracted,2.7,extracted,full_depth_front_dti,2.646,inferred_empirical,0.141,2.376,0.432,0.1,unknown,0.0,0.1485,6.5,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_1811_802_sony_imx309bqj/profile.json,techinsights_proxy_profile,models/def_1811_802_sony_imx309bqj.json
DEF-2401-801,Galaxycore Inc,KJ5n_Front-Cam_CIS,DEF,structure_ready_high,60.5,geometry_only,0.7,extracted,2.7,extracted,partial_depth_back_dti,2.0,inferred_empirical,0.19,2.376,0.432,0.1,unknown,0.0,0.1485,1.4,estimated_archetype_only,,/Users/seongcheoljeong/FDTD/image_sensor_db/generated_tcad_profiles/def_2401_801_galaxycore_inc_kj5n_front_cam_cis/profile.json,techinsights_proxy_profile,models/def_2401_801_galaxycore_inc_kj5n_front_cam_cis.json
