simulation_id,company,publication_number,configuration,use_tier,recommended_for_camerae2e,optical_spec_source,focal_length_mm,f_number,half_field_deg,psf_debug_status,psf_highres_status
p0182:wide,Tamron,US20140347525A1,wide,partial,0,metadata,18.38,,,not_attempted,not_attempted
p0183:middle,Tamron,US20140347525A1,middle,partial,0,metadata,43.54,,,not_attempted,not_attempted
p0183:tele,Tamron,US20140347525A1,tele,partial,0,metadata,102.85,,,not_attempted,not_attempted
p0183:wide,Tamron,US20140347525A1,wide,partial,0,metadata,18.37,,,not_attempted,not_attempted
p0184:middle,Tamron,US20140347525A1,middle,partial,0,metadata,43.5,,,not_attempted,not_attempted
p0184:tele,Tamron,US20140347525A1,tele,partial,0,metadata,102.77,,,not_attempted,not_attempted
p0184:wide,Tamron,US20140347525A1,wide,partial,0,metadata,18.36,,,not_attempted,not_attempted
p0185:middle,Tamron,US20140347525A1,middle,partial,0,metadata,54.97,,,not_attempted,not_attempted
p0185:tele,Tamron,US20140347525A1,tele,partial,0,metadata,116.31,,,not_attempted,not_attempted
p0185:wide,Tamron,US20140347525A1,wide,partial,0,metadata,24.75,,,not_attempted,not_attempted
p0186:middle,Tamron,US20140347525A1,middle,partial,0,metadata,90.03,,,not_attempted,not_attempted
p0186:tele,Tamron,US20140347525A1,tele,partial,0,metadata,290.84,,,not_attempted,not_attempted
p0186:wide,Tamron,US20140347525A1,wide,partial,0,metadata,28.88,,,not_attempted,not_attempted
p0187:middle,Tamron,US20140347525A1,middle,partial,0,metadata,119.95,,,not_attempted,not_attempted
p0187:tele,Tamron,US20140347525A1,tele,partial,0,metadata,203.44,,,not_attempted,not_attempted
p0187:wide,Tamron,US20140347525A1,wide,partial,0,metadata,72.09,,,not_attempted,not_attempted
p0188:middle,Tamron,US20140347525A1,middle,partial,0,metadata,120.11,,,not_attempted,not_attempted
p0188:tele,Tamron,US20140347525A1,tele,partial,0,metadata,203.68,,,not_attempted,not_attempted
p0188:wide,Tamron,US20140347525A1,wide,partial,0,metadata,72.14,,,not_attempted,not_attempted
p0189:middle,Tamron,US20140347525A1,middle,partial,0,metadata,119.96,,,not_attempted,not_attempted
p0189:tele,Tamron,US20140347525A1,tele,partial,0,metadata,203.54,,,not_attempted,not_attempted
p0189:wide,Tamron,US20140347525A1,wide,partial,0,metadata,72.1,,,not_attempted,not_attempted
p0190:middle,Tamron,US20140347525A1,middle,partial,0,metadata,120.03,,,not_attempted,not_attempted
p0190:tele,Tamron,US20140347525A1,tele,partial,0,metadata,203.58,,,not_attempted,not_attempted
p0190:wide,Tamron,US20140347525A1,wide,partial,0,metadata,72.1,,,not_attempted,not_attempted
p0269:base,Tamron,US20210294082A1,base,partial,0,paraxial_or_proxy,7.906703487589202,,,not_attempted,not_attempted
p0270:base,Tamron,US20210294082A1,base,partial,0,paraxial_or_proxy,6.423545668834749,,,not_attempted,not_attempted
p0271:base,Tamron,US20210294082A1,base,partial,0,paraxial_or_proxy,7.237364804326719,,,not_attempted,not_attempted
