simulation_id,company,publication_number,configuration,use_tier,recommended_for_camerae2e,optical_spec_source,focal_length_mm,f_number,half_field_deg,psf_debug_status,psf_highres_status
p0014:intermediate,Canon,US10310255B2,intermediate,highres_psf,1,variable_distance,35.14,3.61,21.24,generated,generated
p0014:telephoto,Canon,US10310255B2,telephoto,raytrace_psf,1,variable_distance,76.8,4.82,10.09,generated,not_attempted
p0014:wide-angle,Canon,US10310255B2,wide-angle,raytrace_psf,1,variable_distance,16.27,2.47,34.88,generated,not_attempted
p0015:intermediate,Canon,US10310255B2,intermediate,raytrace_psf,1,variable_distance,33.3,3.91,22.3,generated,not_attempted
p0015:telephoto,Canon,US10310255B2,telephoto,raytrace_psf,1,variable_distance,73.6,5.76,10.51,generated,not_attempted
p0015:wide-angle,Canon,US10310255B2,wide-angle,raytrace_psf,1,variable_distance,15.6,2.06,36.01,generated,not_attempted
p0016:intermediate,Canon,US10310255B2,intermediate,raytrace_psf,1,variable_distance,34.76,4.0,21.45,generated,not_attempted
p0016:telephoto,Canon,US10310255B2,telephoto,raytrace_psf,1,variable_distance,72.8,5.04,10.63,generated,not_attempted
p0016:wide-angle,Canon,US10310255B2,wide-angle,raytrace_psf,1,variable_distance,15.45,2.06,35.79,generated,not_attempted
p0017:intermediate,Canon,US10310255B2,intermediate,raytrace_psf,1,variable_distance,32.76,4.0,22.63,generated,not_attempted
p0017:telephoto,Canon,US10310255B2,telephoto,raytrace_psf,1,variable_distance,72.8,5.04,10.63,generated,not_attempted
p0017:wide-angle,Canon,US10310255B2,wide-angle,raytrace_psf,1,variable_distance,15.45,2.06,35.79,generated,not_attempted
p0018:intermediate,Canon,US10310255B2,intermediate,raytrace_psf,1,variable_distance,31.78,4.0,23.26,generated,not_attempted
p0018:telephoto,Canon,US10310255B2,telephoto,raytrace_psf,1,variable_distance,72.8,5.04,10.63,generated,not_attempted
p0018:wide-angle,Canon,US10310255B2,wide-angle,raytrace_psf,1,variable_distance,15.45,2.06,35.79,generated,not_attempted
p0019:intermediate,Canon,US10310255B2,intermediate,raytrace_psf,1,variable_distance,31.06,4.12,23.85,generated,not_attempted
p0019:telephoto,Canon,US10310255B2,telephoto,raytrace_psf,1,variable_distance,63.2,5.76,12.49,generated,not_attempted
p0019:wide-angle,Canon,US10310255B2,wide-angle,raytrace_psf,1,variable_distance,15.96,2.47,35.63,generated,not_attempted
p0053:50f,Canon,US11016274B2,50f,proxy_only,0,variable_distance,20.45,1.45,46.54,failed,not_attempted
p0053:closest,Canon,US11016274B2,closest,proxy_only,0,variable_distance,20.26,1.45,46.54,failed,not_attempted
p0053:infinity,Canon,US11016274B2,infinity,proxy_only,0,variable_distance,20.5,1.45,46.54,failed,not_attempted
p0054:50f,Canon,US11016274B2,50f,proxy_only,0,variable_distance,16.36,1.45,52.84,failed,not_attempted
p0054:closest,Canon,US11016274B2,closest,proxy_only,0,variable_distance,16.21,1.45,52.84,failed,not_attempted
p0054:infinity,Canon,US11016274B2,infinity,proxy_only,0,variable_distance,16.4,1.45,52.84,failed,not_attempted
p0055:50f,Canon,US11016274B2,50f,proxy_only,0,variable_distance,14.38,1.83,56.35,failed,not_attempted
p0055:closest,Canon,US11016274B2,closest,proxy_only,0,variable_distance,14.29,1.83,56.35,failed,not_attempted
p0055:infinity,Canon,US11016274B2,infinity,proxy_only,0,variable_distance,14.4,1.83,56.35,failed,not_attempted
p0056:50f,Canon,US11016274B2,50f,proxy_only,0,variable_distance,17.14,1.83,51.58,failed,not_attempted
p0056:closest,Canon,US11016274B2,closest,proxy_only,0,variable_distance,17.06,1.83,51.58,failed,not_attempted
p0056:infinity,Canon,US11016274B2,infinity,proxy_only,0,variable_distance,17.16,1.83,51.58,failed,not_attempted
p0057:50f,Canon,US11016274B2,50f,proxy_only,0,variable_distance,16.0,1.83,53.45,failed,not_attempted
p0057:closest,Canon,US11016274B2,closest,proxy_only,0,variable_distance,15.86,1.83,53.45,failed,not_attempted
p0057:infinity,Canon,US11016274B2,infinity,proxy_only,0,variable_distance,16.04,1.83,53.45,failed,not_attempted
p0058:50f,Canon,US11016274B2,50f,proxy_only,0,variable_distance,17.82,1.7,50.5,failed,not_attempted
p0058:closest,Canon,US11016274B2,closest,proxy_only,0,variable_distance,17.76,1.7,50.5,failed,not_attempted
p0058:infinity,Canon,US11016274B2,infinity,proxy_only,0,variable_distance,17.83,1.7,50.5,failed,not_attempted
p0059:50f,Canon,US11016274B2,50f,proxy_only,0,variable_distance,18.75,1.83,48.99,failed,not_attempted
p0059:closest,Canon,US11016274B2,closest,proxy_only,0,variable_distance,18.52,1.83,48.99,failed,not_attempted
p0059:infinity,Canon,US11016274B2,infinity,proxy_only,0,variable_distance,18.81,1.83,48.99,failed,not_attempted
p0191:intermediate,Canon,US20150316755A1,intermediate,raytrace_psf,1,variable_distance,200.0,4.5,4.45,generated,not_attempted
p0191:telephoto,Canon,US20150316755A1,telephoto,raytrace_psf,1,variable_distance,1000.0,7.4,0.89,generated,not_attempted
p0191:wide-angle,Canon,US20150316755A1,wide-angle,raytrace_psf,1,variable_distance,50.0,4.5,17.28,generated,not_attempted
p0192:intermediate,Canon,US20150316755A1,intermediate,raytrace_psf,1,variable_distance,240.0,4.5,3.71,generated,not_attempted
p0192:telephoto,Canon,US20150316755A1,telephoto,raytrace_psf,1,variable_distance,900.0,7.0,0.99,generated,not_attempted
p0192:wide-angle,Canon,US20150316755A1,wide-angle,raytrace_psf,1,variable_distance,60.0,4.5,14.53,generated,not_attempted
p0193:intermediate,Canon,US20150316755A1,intermediate,raytrace_psf,1,variable_distance,200.0,4.0,4.45,generated,not_attempted
p0193:telephoto,Canon,US20150316755A1,telephoto,raytrace_psf,1,variable_distance,500.0,5.0,1.78,generated,not_attempted
p0193:wide-angle,Canon,US20150316755A1,wide-angle,raytrace_psf,1,variable_distance,50.0,4.0,17.28,generated,not_attempted
p0195:intermediate,Canon,US20150316755A1,intermediate,raytrace_psf,1,variable_distance,500.0,5.0,1.6,generated,not_attempted
p0195:telephoto,Canon,US20150316755A1,telephoto,raytrace_psf,1,variable_distance,1500.0,10.0,0.53,generated,not_attempted
p0195:wide-angle,Canon,US20150316755A1,wide-angle,raytrace_psf,1,variable_distance,50.0,4.5,15.64,generated,not_attempted
p0196:intermediate,Canon,US20150316755A1,intermediate,raytrace_psf,1,variable_distance,400.0,4.5,2.23,generated,not_attempted
p0196:telephoto,Canon,US20150316755A1,telephoto,raytrace_psf,1,variable_distance,800.0,5.6,1.11,generated,not_attempted
p0196:wide-angle,Canon,US20150316755A1,wide-angle,raytrace_psf,1,variable_distance,40.0,4.5,21.24,generated,not_attempted
p0204:intermediate,Canon,US20160195703A1,intermediate,raytrace_psf,1,variable_distance,35.14,3.61,21.24,generated,not_attempted
p0204:telephoto,Canon,US20160195703A1,telephoto,raytrace_psf,1,variable_distance,76.8,4.82,10.09,generated,not_attempted
p0204:wide-angle,Canon,US20160195703A1,wide-angle,raytrace_psf,1,variable_distance,16.27,2.47,34.88,generated,not_attempted
p0205:intermediate,Canon,US20160195703A1,intermediate,raytrace_psf,1,variable_distance,33.3,3.91,22.3,generated,not_attempted
p0205:telephoto,Canon,US20160195703A1,telephoto,raytrace_psf,1,variable_distance,73.6,5.76,10.51,generated,not_attempted
p0205:wide-angle,Canon,US20160195703A1,wide-angle,raytrace_psf,1,variable_distance,15.6,2.06,36.01,generated,not_attempted
p0206:intermediate,Canon,US20160195703A1,intermediate,raytrace_psf,1,variable_distance,34.76,4.0,21.45,generated,not_attempted
p0206:telephoto,Canon,US20160195703A1,telephoto,raytrace_psf,1,variable_distance,72.8,5.04,10.63,generated,not_attempted
p0206:wide-angle,Canon,US20160195703A1,wide-angle,raytrace_psf,1,variable_distance,15.45,2.06,35.79,generated,not_attempted
p0207:intermediate,Canon,US20160195703A1,intermediate,raytrace_psf,1,variable_distance,32.76,4.0,22.63,generated,not_attempted
p0207:telephoto,Canon,US20160195703A1,telephoto,raytrace_psf,1,variable_distance,72.8,5.04,10.63,generated,not_attempted
p0207:wide-angle,Canon,US20160195703A1,wide-angle,raytrace_psf,1,variable_distance,15.45,2.06,35.79,generated,not_attempted
p0208:intermediate,Canon,US20160195703A1,intermediate,raytrace_psf,1,variable_distance,31.78,4.0,23.26,generated,not_attempted
p0208:telephoto,Canon,US20160195703A1,telephoto,raytrace_psf,1,variable_distance,72.8,5.04,10.63,generated,not_attempted
p0208:wide-angle,Canon,US20160195703A1,wide-angle,raytrace_psf,1,variable_distance,15.45,2.06,35.79,generated,not_attempted
p0209:intermediate,Canon,US20160195703A1,intermediate,raytrace_psf,1,variable_distance,31.06,4.12,23.85,generated,not_attempted
p0209:telephoto,Canon,US20160195703A1,telephoto,raytrace_psf,1,variable_distance,63.2,5.76,12.49,generated,not_attempted
p0209:wide-angle,Canon,US20160195703A1,wide-angle,raytrace_psf,1,variable_distance,15.96,2.47,35.63,generated,not_attempted
p0227:intermediate,Canon,US20180348481A1,intermediate,proxy_only,0,variable_distance,39.34,4.12,28.81,failed,not_attempted
p0227:telephoto,Canon,US20180348481A1,telephoto,proxy_only,0,variable_distance,67.99,4.12,17.65,failed,not_attempted
p0227:wide-angle,Canon,US20180348481A1,wide-angle,proxy_only,0,variable_distance,24.71,4.12,41.2,failed,not_attempted
p0228:intermediate,Canon,US20180348481A1,intermediate,proxy_only,0,variable_distance,44.55,4.12,25.9,failed,not_attempted
p0228:telephoto,Canon,US20180348481A1,telephoto,proxy_only,0,variable_distance,82.99,4.12,14.61,failed,not_attempted
p0228:wide-angle,Canon,US20180348481A1,wide-angle,proxy_only,0,variable_distance,24.72,4.12,41.19,failed,not_attempted
p0229:intermediate,Canon,US20180348481A1,intermediate,proxy_only,0,variable_distance,39.2,4.12,28.89,failed,not_attempted
p0229:telephoto,Canon,US20180348481A1,telephoto,proxy_only,0,variable_distance,67.99,4.12,17.65,failed,not_attempted
p0229:wide-angle,Canon,US20180348481A1,wide-angle,proxy_only,0,variable_distance,24.71,4.12,41.21,failed,not_attempted
p0230:intermediate,Canon,US20180348481A1,intermediate,proxy_only,0,variable_distance,39.93,4.12,28.45,failed,not_attempted
p0230:telephoto,Canon,US20180348481A1,telephoto,proxy_only,0,variable_distance,67.99,4.12,17.65,failed,not_attempted
p0230:wide-angle,Canon,US20180348481A1,wide-angle,proxy_only,0,variable_distance,24.71,4.12,41.2,failed,not_attempted
p0248:intermediate,Canon,US20200174235A1,intermediate,raytrace_psf,1,variable_distance,88.33,5.4,13.76,generated,not_attempted
p0248:telephoto,Canon,US20200174235A1,telephoto,raytrace_psf,1,variable_distance,270.0,6.49,4.58,generated,not_attempted
p0248:wide-angle,Canon,US20200174235A1,wide-angle,raytrace_psf,1,variable_distance,24.72,4.12,38.69,generated,not_attempted
p0249:intermediate,Canon,US20200174235A1,intermediate,raytrace_psf,1,variable_distance,85.0,5.66,14.28,generated,not_attempted
p0249:telephoto,Canon,US20200174235A1,telephoto,raytrace_psf,1,variable_distance,232.8,6.41,5.31,generated,not_attempted
p0249:wide-angle,Canon,US20200174235A1,wide-angle,raytrace_psf,1,variable_distance,24.72,4.12,37.55,generated,not_attempted
p0250:intermediate,Canon,US20200174235A1,intermediate,raytrace_psf,1,variable_distance,85.0,5.66,14.28,generated,not_attempted
p0250:telephoto,Canon,US20200174235A1,telephoto,raytrace_psf,1,variable_distance,270.0,6.4,4.58,generated,not_attempted
p0250:wide-angle,Canon,US20200174235A1,wide-angle,raytrace_psf,1,variable_distance,24.72,4.12,37.25,generated,not_attempted
p0251:intermediate,Canon,US20200174235A1,intermediate,raytrace_psf,1,variable_distance,90.0,5.4,13.52,generated,not_attempted
p0251:telephoto,Canon,US20200174235A1,telephoto,raytrace_psf,1,variable_distance,270.0,6.49,4.58,generated,not_attempted
p0251:wide-angle,Canon,US20200174235A1,wide-angle,raytrace_psf,1,variable_distance,27.99,4.12,35.27,generated,not_attempted
p0252:intermediate,Canon,US20200174235A1,intermediate,raytrace_psf,1,variable_distance,70.0,5.4,17.18,generated,not_attempted
p0252:telephoto,Canon,US20200174235A1,telephoto,raytrace_psf,1,variable_distance,220.0,6.49,5.62,generated,not_attempted
p0252:wide-angle,Canon,US20200174235A1,wide-angle,raytrace_psf,1,variable_distance,28.0,4.12,34.16,generated,not_attempted
p0253:intermediate,Canon,US20200174235A1,intermediate,raytrace_psf,1,variable_distance,75.66,5.6,15.96,generated,not_attempted
p0253:telephoto,Canon,US20200174235A1,telephoto,raytrace_psf,1,variable_distance,180.0,7.1,6.85,generated,not_attempted
p0253:wide-angle,Canon,US20200174235A1,wide-angle,raytrace_psf,1,variable_distance,29.24,4.0,33.02,generated,not_attempted
p0254:intermediate,Canon,US20200174236A1,intermediate,proxy_only,0,variable_distance,85.03,5.4,14.28,failed,not_attempted
p0254:telephoto,Canon,US20200174236A1,telephoto,raytrace_psf,1,variable_distance,294.97,6.49,4.19,generated,not_attempted
p0254:wide-angle,Canon,US20200174236A1,wide-angle,proxy_only,0,variable_distance,24.3,4.12,37.76,failed,not_attempted
p0255:intermediate,Canon,US20200174236A1,intermediate,proxy_only,0,variable_distance,87.89,5.4,13.83,failed,not_attempted
p0255:telephoto,Canon,US20200174236A1,telephoto,raytrace_psf,1,variable_distance,280.0,6.49,4.42,generated,not_attempted
p0255:wide-angle,Canon,US20200174236A1,wide-angle,proxy_only,0,variable_distance,24.72,4.12,37.55,failed,not_attempted
p0256:intermediate,Canon,US20200174236A1,intermediate,proxy_only,0,variable_distance,85.0,5.66,14.28,failed,not_attempted
p0256:telephoto,Canon,US20200174236A1,telephoto,raytrace_psf,1,variable_distance,232.8,6.41,5.31,generated,not_attempted
p0256:wide-angle,Canon,US20200174236A1,wide-angle,proxy_only,0,variable_distance,24.72,4.12,37.55,failed,not_attempted
p0257:intermediate,Canon,US20200174236A1,intermediate,proxy_only,0,variable_distance,79.99,5.6,15.14,failed,not_attempted
p0257:telephoto,Canon,US20200174236A1,telephoto,raytrace_psf,1,variable_distance,269.98,7.1,4.58,generated,not_attempted
p0257:wide-angle,Canon,US20200174236A1,wide-angle,proxy_only,0,variable_distance,24.74,4.5,38.67,failed,not_attempted
p0258:intermediate,Canon,US20200174236A1,intermediate,proxy_only,0,variable_distance,83.22,5.8,14.57,failed,not_attempted
p0258:telephoto,Canon,US20200174236A1,telephoto,raytrace_psf,1,variable_distance,200.0,7.1,6.17,generated,not_attempted
p0258:wide-angle,Canon,US20200174236A1,wide-angle,proxy_only,0,variable_distance,25.95,4.5,36.21,failed,not_attempted
p0259:intermediate,Canon,US20200174236A1,intermediate,proxy_only,0,variable_distance,70.0,5.4,17.18,failed,not_attempted
p0259:telephoto,Canon,US20200174236A1,telephoto,raytrace_psf,1,variable_distance,220.0,6.49,5.62,generated,not_attempted
p0259:wide-angle,Canon,US20200174236A1,wide-angle,proxy_only,0,variable_distance,28.0,4.12,34.16,failed,not_attempted
p0260:intermediate,Canon,US20200174236A1,intermediate,proxy_only,0,variable_distance,63.05,5.6,18.94,failed,not_attempted
p0260:telephoto,Canon,US20200174236A1,telephoto,proxy_only,0,variable_distance,180.0,6.3,6.85,failed,not_attempted
p0260:wide-angle,Canon,US20200174236A1,wide-angle,proxy_only,0,variable_distance,30.42,4.0,31.99,failed,not_attempted
p0347:intermediate,Canon,US8964303B2,intermediate,raytrace_psf,1,variable_distance,25.27,3.97,1.82,generated,not_attempted
p0347:telephoto,Canon,US8964303B2,telephoto,raytrace_psf,1,variable_distance,91.57,4.5,0.505,generated,not_attempted
p0347:wide-angle,Canon,US8964303B2,wide-angle,raytrace_psf,1,variable_distance,2.89,1.85,15.685,generated,not_attempted
p0348:intermediate,Canon,US8964303B2,intermediate,raytrace_psf,1,variable_distance,27.9,4.02,1.615,generated,not_attempted
p0348:telephoto,Canon,US8964303B2,telephoto,raytrace_psf,1,variable_distance,91.52,4.5,0.495,generated,not_attempted
p0348:wide-angle,Canon,US8964303B2,wide-angle,raytrace_psf,1,variable_distance,2.78,1.85,16.805,generated,not_attempted
p0349:intermediate,Canon,US8964303B2,intermediate,raytrace_psf,1,variable_distance,8.43,2.91,7.47,generated,not_attempted
p0349:telephoto,Canon,US8964303B2,telephoto,raytrace_psf,1,variable_distance,113.4,4.5,0.57,generated,not_attempted
p0349:wide-angle,Canon,US8964303B2,wide-angle,raytrace_psf,1,variable_distance,3.09,1.85,18.02,generated,not_attempted
p0350:intermediate,Canon,US8964303B2,intermediate,raytrace_psf,1,variable_distance,35.46,5.67,1.27,generated,not_attempted
p0350:telephoto,Canon,US8964303B2,telephoto,raytrace_psf,1,variable_distance,135.42,6.4,0.335,generated,not_attempted
p0350:wide-angle,Canon,US8964303B2,wide-angle,raytrace_psf,1,variable_distance,2.71,1.85,17.16,generated,not_attempted
p0351:base,Canon,US8988785B2,base,partial,0,paraxial_or_proxy,79.6784732980329,,,not_attempted,not_attempted
p0352:intermediate,Canon,US8988785B2,intermediate,raytrace_psf,1,variable_distance,1.0,4.67,9.895,generated,not_attempted
p0352:telephoto,Canon,US8988785B2,telephoto,raytrace_psf,1,variable_distance,78.64,5.85,4.72,generated,not_attempted
p0352:wide-angle,Canon,US8988785B2,wide-angle,raytrace_psf,1,variable_distance,1.0,3.53,20.695,generated,not_attempted
p0353:base,Canon,US8988785B2,base,partial,0,paraxial_or_proxy,82.86458660789218,,,not_attempted,not_attempted
p0404:intermediate,Canon,US9645369B2,intermediate,raytrace_psf,1,variable_distance,200.0,4.5,4.45,generated,not_attempted
p0404:telephoto,Canon,US9645369B2,telephoto,raytrace_psf,1,variable_distance,1000.0,7.4,0.89,generated,not_attempted
p0404:wide-angle,Canon,US9645369B2,wide-angle,raytrace_psf,1,variable_distance,50.0,4.5,17.28,generated,not_attempted
p0405:intermediate,Canon,US9645369B2,intermediate,raytrace_psf,1,variable_distance,240.0,4.5,3.71,generated,not_attempted
p0405:telephoto,Canon,US9645369B2,telephoto,raytrace_psf,1,variable_distance,900.0,7.0,0.99,generated,not_attempted
p0405:wide-angle,Canon,US9645369B2,wide-angle,raytrace_psf,1,variable_distance,60.0,4.5,14.53,generated,not_attempted
p0406:intermediate,Canon,US9645369B2,intermediate,raytrace_psf,1,variable_distance,200.0,4.0,4.45,generated,not_attempted
p0406:telephoto,Canon,US9645369B2,telephoto,raytrace_psf,1,variable_distance,500.0,5.0,1.78,generated,not_attempted
p0406:wide-angle,Canon,US9645369B2,wide-angle,raytrace_psf,1,variable_distance,50.0,4.0,17.28,generated,not_attempted
p0408:intermediate,Canon,US9645369B2,intermediate,raytrace_psf,1,variable_distance,500.0,5.0,1.6,generated,not_attempted
p0408:telephoto,Canon,US9645369B2,telephoto,raytrace_psf,1,variable_distance,1500.0,10.0,0.53,generated,not_attempted
p0408:wide-angle,Canon,US9645369B2,wide-angle,raytrace_psf,1,variable_distance,50.0,4.5,15.64,generated,not_attempted
p0409:intermediate,Canon,US9645369B2,intermediate,raytrace_psf,1,variable_distance,400.0,4.5,2.23,generated,not_attempted
p0409:telephoto,Canon,US9645369B2,telephoto,raytrace_psf,1,variable_distance,800.0,5.6,1.11,generated,not_attempted
p0409:wide-angle,Canon,US9645369B2,wide-angle,raytrace_psf,1,variable_distance,40.0,4.5,21.24,generated,not_attempted
p0001:base,Fujifilm,US10133027B2,base,partial,0,paraxial_or_proxy,80.07078760197206,,,not_attempted,not_attempted
p0002:base,Fujifilm,US10133027B2,base,partial,0,paraxial_or_proxy,273.24831698173926,,,not_attempted,not_attempted
p0003:base,Fujifilm,US10133027B2,base,partial,0,paraxial_or_proxy,300.5026974743259,,,not_attempted,not_attempted
p0004:base,Fujifilm,US10133027B2,base,partial,0,paraxial_or_proxy,532.2716844746114,,,not_attempted,not_attempted
p0005:base,Fujifilm,US10133027B2,base,partial,0,paraxial_or_proxy,287.1873988686653,,,not_attempted,not_attempted
p0006:base,Fujifilm,US10133027B2,base,partial,0,paraxial_or_proxy,279.8396340672257,,,not_attempted,not_attempted
p0007:base,Fujifilm,US10133027B2,base,partial,0,paraxial_or_proxy,218.42060281934687,,,not_attempted,not_attempted
p0008:base,Fujifilm,US10133027B2,base,partial,0,paraxial_or_proxy,454.50918102537014,,,not_attempted,not_attempted
p0210:base,Fujifilm,US20170090169A1,base,partial,0,paraxial_or_proxy,80.07078760197206,,,not_attempted,not_attempted
p0211:base,Fujifilm,US20170090169A1,base,partial,0,paraxial_or_proxy,273.24831698173926,,,not_attempted,not_attempted
p0212:base,Fujifilm,US20170090169A1,base,partial,0,paraxial_or_proxy,300.5026974743259,,,not_attempted,not_attempted
p0213:base,Fujifilm,US20170090169A1,base,partial,0,paraxial_or_proxy,532.2716844746114,,,not_attempted,not_attempted
p0214:base,Fujifilm,US20170090169A1,base,partial,0,paraxial_or_proxy,287.1873988686653,,,not_attempted,not_attempted
p0215:base,Fujifilm,US20170090169A1,base,partial,0,paraxial_or_proxy,279.8396340672257,,,not_attempted,not_attempted
p0216:base,Fujifilm,US20170090169A1,base,partial,0,paraxial_or_proxy,218.42060281934687,,,not_attempted,not_attempted
p0217:base,Fujifilm,US20170090169A1,base,partial,0,paraxial_or_proxy,454.50918102537014,,,not_attempted,not_attempted
p0231:base,Fujifilm,US20190049695A1,base,partial,0,paraxial_or_proxy,80.07078760197206,,,not_attempted,not_attempted
p0232:base,Fujifilm,US20190049695A1,base,partial,0,paraxial_or_proxy,273.24831698173926,,,not_attempted,not_attempted
p0233:base,Fujifilm,US20190049695A1,base,partial,0,paraxial_or_proxy,300.5026974743259,,,not_attempted,not_attempted
p0234:base,Fujifilm,US20190049695A1,base,partial,0,paraxial_or_proxy,532.2716844746114,,,not_attempted,not_attempted
p0235:base,Fujifilm,US20190049695A1,base,partial,0,paraxial_or_proxy,287.1873988686653,,,not_attempted,not_attempted
p0236:base,Fujifilm,US20190049695A1,base,partial,0,paraxial_or_proxy,279.8396340672257,,,not_attempted,not_attempted
p0237:base,Fujifilm,US20190049695A1,base,partial,0,paraxial_or_proxy,218.42060281934687,,,not_attempted,not_attempted
p0238:base,Fujifilm,US20190049695A1,base,partial,0,paraxial_or_proxy,454.50918102537014,,,not_attempted,not_attempted
p0009:base,Konica Minolta,US10302898B2,base,raytrace_psf,1,paraxial_or_proxy,34.92995381613795,1.3971981526455182,,generated,not_attempted
p0010:base,Konica Minolta,US10302898B2,base,raytrace_psf,1,paraxial_or_proxy,67.41041943204137,2.4966822011867174,,generated,not_attempted
p0011:base,Konica Minolta,US10302898B2,base,raytrace_psf,1,paraxial_or_proxy,34.93273121372215,1.3435665851431595,,generated,not_attempted
p0012:base,Konica Minolta,US10302898B2,base,raytrace_psf,1,paraxial_or_proxy,35.124577343721995,1.3509452824508459,,generated,not_attempted
p0013:base,Konica Minolta,US10302898B2,base,raytrace_psf,1,paraxial_or_proxy,67.5439167471048,2.597842951811723,,generated,not_attempted
p0170:intermediate,Konica Minolta,US20130027585A1,intermediate,raytrace_psf,1,variable_distance,24.2,4.4,23.577,generated,not_attempted
p0170:telephoto,Konica Minolta,US20130027585A1,telephoto,raytrace_psf,1,variable_distance,41.999,5.7,14.094,generated,not_attempted
p0170:wide-angle,Konica Minolta,US20130027585A1,wide-angle,raytrace_psf,1,variable_distance,14.0,3.6,39.932,generated,not_attempted
p0171:intermediate,Konica Minolta,US20130027585A1,intermediate,raytrace_psf,1,variable_distance,22.4,4.4,25.175,generated,not_attempted
p0171:telephoto,Konica Minolta,US20130027585A1,telephoto,raytrace_psf,1,variable_distance,42.0,5.7,14.166,generated,not_attempted
p0171:wide-angle,Konica Minolta,US20130027585A1,wide-angle,raytrace_psf,1,variable_distance,12.0,3.6,44.361,generated,not_attempted
p0172:intermediate,Konica Minolta,US20130027585A1,intermediate,raytrace_psf,1,variable_distance,24.2,4.4,23.477,generated,not_attempted
p0172:telephoto,Konica Minolta,US20130027585A1,telephoto,raytrace_psf,1,variable_distance,42.0,5.7,14.345,generated,not_attempted
p0172:wide-angle,Konica Minolta,US20130027585A1,wide-angle,raytrace_psf,1,variable_distance,14.0,3.6,39.939,generated,not_attempted
p0321:1m,Konica Minolta,US8587877B2,1m,raytrace_psf,1,variable_distance,7.733,3.611,44.95,generated,not_attempted
p0321:infinity,Konica Minolta,US8587877B2,infinity,raytrace_psf,1,variable_distance,7.735,3.607,44.95,generated,not_attempted
p0322:1m,Konica Minolta,US8587877B2,1m,raytrace_psf,1,variable_distance,7.835,3.604,44.95,generated,not_attempted
p0322:infinity,Konica Minolta,US8587877B2,infinity,raytrace_psf,1,variable_distance,7.839,3.601,44.95,generated,not_attempted
p0323:1m,Konica Minolta,US8587877B2,1m,raytrace_psf,1,variable_distance,7.98,3.607,45.0,generated,not_attempted
p0323:infinity,Konica Minolta,US8587877B2,infinity,raytrace_psf,1,variable_distance,8.007,3.607,45.0,generated,not_attempted
p0324:1m,Konica Minolta,US8587877B2,1m,raytrace_psf,1,variable_distance,7.847,2.955,44.95,generated,not_attempted
p0324:infinity,Konica Minolta,US8587877B2,infinity,raytrace_psf,1,variable_distance,7.85,2.951,44.95,generated,not_attempted
p0325:1m,Konica Minolta,US8587877B2,1m,proxy_only,0,variable_distance,7.582,3.605,44.95,failed,not_attempted
p0325:infinity,Konica Minolta,US8587877B2,infinity,proxy_only,0,variable_distance,7.592,3.606,44.95,failed,not_attempted
p0371:base,Konica Minolta,US9411139B2,base,raytrace_psf,1,paraxial_or_proxy,31.478107629001514,1.9673817268125946,,generated,not_attempted
p0372:base,Konica Minolta,US9411139B2,base,raytrace_psf,1,paraxial_or_proxy,31.82515073548761,1.9890719209679757,,generated,not_attempted
p0374:base,Konica Minolta,US9411139B2,base,raytrace_psf,1,paraxial_or_proxy,31.190952523222325,1.781118805574596,,generated,not_attempted
p0375:base,Konica Minolta,US9411139B2,base,raytrace_psf,1,paraxial_or_proxy,32.230097609642364,1.9731907438252947,,generated,not_attempted
p0180:base,LG Innotek,US20140098239A1,base,partial,0,paraxial_or_proxy,6.521765005213775,,,not_attempted,not_attempted
p0181:base,LG Innotek,US20140098239A1,base,partial,0,paraxial_or_proxy,4.1974344814712135,,,not_attempted,not_attempted
p0020:base,Largan,US10466444B2,base,proxy_only,0,caption,6.36,2.25,17.5,failed,not_attempted
p0021:base,Largan,US10466444B2,base,proxy_only,0,caption,6.93,2.05,16.4,failed,not_attempted
p0022:base,Largan,US10466444B2,base,proxy_only,0,caption,7.48,2.25,15.0,failed,not_attempted
p0023:base,Largan,US10466444B2,base,proxy_only,0,caption,7.48,2.25,16.8,failed,not_attempted
p0024:base,Largan,US10466444B2,base,proxy_only,0,caption,7.5,2.27,15.0,failed,not_attempted
p0025:base,Largan,US10466444B2,base,proxy_only,0,caption,7.5,2.27,15.0,failed,not_attempted
p0026:base,Largan,US10466444B2,base,proxy_only,0,caption,7.51,2.27,15.0,failed,not_attempted
p0027:base,Largan,US10466444B2,base,proxy_only,0,caption,6.75,2.12,16.6,failed,not_attempted
p0028:base,Largan,US10466444B2,base,raytrace_psf,1,caption,6.17,1.98,18.1,generated,not_attempted
p0043:base,Largan,US10948695B2,base,proxy_only,0,caption,4.67,1.7,39.5,failed,not_attempted
p0044:base,Largan,US10948695B2,base,proxy_only,0,caption,4.3,1.45,37.8,failed,not_attempted
p0045:base,Largan,US10948695B2,base,proxy_only,0,caption,4.15,1.47,38.6,failed,not_attempted
p0046:base,Largan,US10948695B2,base,proxy_only,0,caption,4.4,1.47,37.1,failed,not_attempted
p0047:base,Largan,US10948695B2,base,proxy_only,0,caption,4.01,1.97,36.8,failed,not_attempted
p0048:base,Largan,US10948695B2,base,proxy_only,0,caption,4.05,1.97,36.5,failed,not_attempted
p0049:base,Largan,US10948695B2,base,proxy_only,0,caption,3.98,1.97,37.1,failed,not_attempted
